#Chabrier 2019 EOS table for H and He mixture with Y = 0.2725 and X = 1 - Y. Nonideal effects from Howard 2023 are also accounted for 
T[K]	P[dyne_cm-2]	rho[g_cm-3]
100.0	177827941.0038923	0.03293664327014266
100.0	199526231.49688798	0.03542260420719772
100.0	223872113.856834	0.03804796461220478
100.0	251188643.15095794	0.04081522595988159
100.0	281838293.12644535	0.043729332421639344
100.0	316227766.0168379	0.046793268480190775
100.0	354813389.2335755	0.05001080297118649
100.0	398107170.5534973	0.05338560908582106
100.0	446683592.150963	0.0569212616484593
100.0	501187233.6272722	0.060619839834552616
100.0	562341325.1903491	0.06448593651220112
100.0	630957344.4801933	0.06852123859199104
100.0	707945784.384138	0.07272694923061566
100.0	794328234.7242814	0.07710907828410213
100.0	891250938.1337456	0.08166681789024026
100.0	1000000000.0	0.0864023866574765
100.0	1122018454.3019636	0.09131998462428241
100.0	1258925411.7941673	0.09641972935678071
100.0	1412537544.6227546	0.1017011762614535
100.0	1584893192.4611135	0.1071682242343536
100.0	1778279410.038923	0.11281999734712879
100.0	1995262314.9688797	0.11866048763918753
100.0	2238721138.5683393	0.12468843272342081
100.0	2511886431.50958	0.13090197465619882
100.0	2818382931.264454	0.13730495964252526
100.0	3162277660.1683793	0.1438974994791536
100.0	3548133892.335755	0.15067849214373974
100.0	3981071705.534972	0.15764793270985228
100.0	4466835921.509631	0.16480686230795719
100.0	5011872336.272722	0.17215446807772533
100.0	5623413251.903491	0.17969057705589467
100.0	6309573444.801932	0.18741584479386494
100.0	7079457843.841379	0.19532925939934817
100.0	7943282347.242815	0.20343107731037846
100.0	8912509381.337456	0.21172117308630684
100.0	9999999999.999846	0.2201994760549983
100.0	11220184543.019634	0.22886599394707738
100.0	12589254117.941673	0.2377208372609762
100.0	14125375446.227543	0.24676424418487242
100.0	15848931924.611135	0.25599660614773434
100.0	17782794100.38923	0.2654191050512337
100.0	19952623149.688797	0.2750319507298314
100.0	22387211385.683395	0.2848361543022986
100.0	25118864315.095802	0.2948336664035531
100.0	28183829312.64454	0.3050254156550018
100.0	31622776601.683796	0.31541400749141746
100.0	35481338923.35755	0.32600174060863263
100.0	39810717055.349724	0.336791292404085
100.0	44668359215.09632	0.34778574916016725
100.0	50118723362.72722	0.3591258784664145
100.0	56234132519.03491	0.37098522155183306
100.0	63095734448.01933	0.3833871087227372
100.0	70794578438.41379	0.39636416956105613
100.0	79432823472.42816	0.40995223219604526
100.0	89125093813.37454	0.42418773302485674
100.0	100000000000.0	0.43911162501295825
100.0	112201845430.19637	0.4547594594484486
100.0	125892541179.41675	0.4711839865387395
100.0	141253754462.2754	0.48842206239707014
100.0	158489319246.11133	0.5065286207463308
100.0	177827941003.89227	0.5255580187332087
100.0	199526231496.88797	0.5455609769148604
100.0	223872113856.834	0.5665990965237024
100.0	251188643150.95795	0.5887357339156718
100.0	281838293126.4453	0.6120400550022113
100.0	316227766016.83795	0.6365817938239958
100.0	354813389233.5755	0.6624460091844264
100.0	398107170553.4973	0.6897054435169382
100.0	446683592150.963	0.7184585098527182
100.0	501187233627.2722	0.7487943966952912
100.0	562341325190.3491	0.7808242772344964
100.0	630957344480.1932	0.8146458155270585
100.0	707945784384.1381	0.8503860406992079
100.0	794328234724.2814	0.8881721349118994
100.0	891250938133.7455	0.9281407687136501
100.0	1000000000000.0	0.9704321751511388
100.0	1122018454301.963	1.0152221727474127
100.0	1258925411794.1675	1.0626701914390044
100.0	1412537544622.754	1.1129542536754902
100.0	1584893192461.1143	1.1662835252969996
100.0	1778279410038.9229	1.2228786483278478
100.0	1995262314968.8787	1.2829769056824762
100.0	2238721138568.34	1.3467997962729048
100.0	2511886431509.5796	1.4146597267459926
100.0	2818382931264.4546	1.4868311533645453
100.0	3162277660168.3794	1.5636132458699512
100.0	3548133892335.7534	1.6451699356984402
100.0	3981071705534.973	1.748172351310638
100.0	4466835921509.63	1.8710533578166926
100.0	5011872336272.725	1.987770854874715
100.0	5623413251903.49	2.0875813887633576
100.0	6309573444801.93	2.191398435852197
100.0	7079457843841.381	2.30178220748351
100.0	7943282347242.8125	2.4198652559075233
100.0	8912509381337.459	2.546778423755513
100.0	10000000000000.0	2.683496117301404
100.0	11220184543019.629	2.8264480670793617
100.0	12589254117941.676	2.9765276164558507
100.0	14125375446227.541	3.135342744170594
100.0	15848931924611.14	3.3037378399203283
100.0	17782794100389.227	3.4823432679099233
100.0	19952623149688.79	3.671798771580385
100.0	22387211385683.4	3.872745853097727
100.0	25118864315095.797	4.085970535750444
100.0	28183829312644.547	4.312126687000004
100.0	31622776601683.797	4.55208590305336
100.0	35481338923357.53	4.806627368725029
100.0	39810717055349.734	5.0766288790974174
100.0	44668359215096.305	5.363136779485798
100.0	50118723362727.25	5.666934065501833
100.0	56234132519034.914	5.989202596412414
100.0	63095734448019.305	6.330968241347595
100.0	70794578438413.81	6.693305615747246
100.0	79432823472428.14	7.077559084462381
100.0	89125093813374.6	7.484937243569839
100.0	100000000000000.0	7.916794566718392
100.0	112201845430196.3	8.374472954776126
100.0	125892541179416.62	8.859389179663346
100.0	141253754462275.53	9.373115436513364
100.0	158489319246111.4	9.917286949813183
100.0	177827941003892.25	10.493594295423849
100.0	199526231496887.88	11.103946320955341
100.0	223872113856833.78	11.750495054127272
100.0	251188643150958.22	12.435343126805375
100.0	281838293126445.5	13.161142088200533
100.0	316227766016837.94	13.930136259867345
100.0	354813389233575.3	14.743689071393153
100.0	398107170553496.94	15.603853808672625
100.0	446683592150963.44	16.513131014604063
100.0	501187233627272.5	17.474149642221604
100.0	562341325190349.06	18.491034339002297
100.0	630957344480193.0	19.567142919340796
100.0	707945784384137.4	20.705809970005156
100.0	794328234724282.1	21.912415843157948
100.0	891250938133746.0	23.191304385040155
100.0	1000000000000000.0	24.548610476090293
100.0	1122018454301962.9	25.99034680498144
100.0	1258925411794166.2	27.523661870844997
100.0	1412537544622755.5	29.156112502569492
100.0	1584893192461114.0	30.897121070770577
100.0	1778279410038922.8	32.75694835977709
100.0	1995262314968879.0	34.74528056466645
100.0	2238721138568337.8	36.87596224389113
100.0	2511886431509582.0	39.16119156368248
100.0	2818382931264455.0	41.61697447444514
100.0	3162277660168379.0	44.259059891566466
100.0	3548133892335753.0	47.10552744856844
100.0	3981071705534969.0	50.177643995258904
100.0	4466835921509635.0	53.49498376107611
100.0	5011872336272725.0	57.07511997926393
100.0	5623413251903491.0	60.906006995368664
100.0	6309573444801930.0	65.00214599954005
100.0	7079457843841374.0	69.37948172966793
100.0	7943282347242822.0	74.0603445824026
100.0	8912509381337459.0	79.0648103615247
100.0	1e+16	84.41606096730368
100.0	1.1220184543019628e+16	90.13838877560845
100.0	1.258925411794166e+16	96.25590211628362
100.0	1.4125375446227554e+16	102.8007585661403
100.0	1.5848931924611142e+16	109.79717900463733
100.0	1.778279410038923e+16	117.28323256149633
100.0	1.9952623149688788e+16	125.28673737085862
100.0	2.238721138568338e+16	133.84916985635826
100.0	2.5118864315095824e+16	143.0076260643779
100.0	2.8183829312644548e+16	152.80432825452772
100.0	3.1622776601683796e+16	163.28715597671822
100.0	3.548133892335753e+16	174.4989719894749
100.0	3.98107170553497e+16	186.49412917042233
100.0	4.4668359215096344e+16	199.3282736177395
100.0	5.011872336272725e+16	213.0569110698427
100.0	5.623413251903491e+16	227.74759906964363
100.0	6.3095734448019304e+16	243.4688770333591
100.0	7.079457843841373e+16	260.28916952988067
100.0	7.943282347242822e+16	278.2906948006246
100.0	8.912509381337458e+16	297.55296530659894
100.0	1e+17	318.1642378753847
100.0	1.122018454301963e+17	340.2279034408313
100.0	1.2589254117941662e+17	363.83961621113446
100.0	1.4125375446227554e+17	389.1016502960586
100.0	1.5848931924611142e+17	416.1478540352235
100.0	1.778279410038923e+17	445.09447892864546
100.0	1.9952623149688787e+17	476.07815921841836
100.0	2.2387211385683376e+17	509.25379264997713
100.0	2.5118864315095824e+17	544.7576494786996
100.0	2.8183829312644547e+17	582.765609168669
100.0	3.162277660168379e+17	623.4419294574487
100.0	3.548133892335753e+17	667.0034356632464
100.0	3.981071705534969e+17	713.6276246882383
100.0	4.4668359215096346e+17	763.5487266397563
100.0	5.0118723362727245e+17	817.002499518344
100.0	5.6234132519034906e+17	874.221614295653
100.0	6.309573444801929e+17	935.4911265247076
100.0	7.079457843841373e+17	1001.0812676420313
100.0	7.943282347242821e+17	1071.3194185625123
100.0	8.912509381337459e+17	1146.542484664613
100.0	1e+18	1227.0799564165209
100.0	1.1220184543019652e+18	1313.3351114553905
100.0	1.258925411794166e+18	1405.6907469756704
100.0	1.4125375446227553e+18	1504.6101979690864
100.0	1.584893192461111e+18	1610.533478185133
100.0	1.7782794100389228e+18	1723.959486984921
100.0	1.9952623149688827e+18	1845.4587452705618
100.0	2.238721138568338e+18	1975.5734088182817
100.0	2.5118864315095823e+18	2114.9104866882035
100.0	2.8183829312644495e+18	2264.1873370850535
100.0	3.1622776601683794e+18	2424.056358365552
100.0	3.5481338923357604e+18	2595.33281211203
100.0	3.981071705534969e+18	2778.731052902399
100.0	4.466835921509635e+18	2975.27311777461
100.0	5.011872336272715e+18	3185.739620112531
100.0	5.623413251903491e+18	3411.1849709536864
100.0	6.309573444801944e+18	3652.823523875674
100.0	7.079457843841373e+18	3911.517088910303
100.0	7.943282347242822e+18	4188.805561446399
100.0	8.912509381337441e+18	4485.767172053987
100.0	1e+19	4804.002761264047
100.0	1.1220184543019653e+19	5145.051918095861
100.0	1.2589254117941662e+19	5510.352740780449
100.0	1.4125375446227554e+19	5901.840495878123
100.0	1.5848931924611109e+19	6321.287300170748
100.0	1.7782794100389229e+19	6770.593188107552
100.0	1.9952623149688828e+19	7220.965193024815
100.0	2.238721138568338e+19	7558.209147385883
100.0	2.5118864315095822e+19	7775.369717523562
100.0	2.818382931264449e+19	1.3745704467353618e-09
100.0	3.162277660168379e+19	1.374570446735364e-09
100.0	3.5481338923357606e+19	1.3745704467353662e-09
100.0	3.9810717055349694e+19	1.3745704467353682e-09
100.0	4.466835921509635e+19	1.3745704467353699e-09
100.0	5.011872336272715e+19	1.3745704467353715e-09
100.0	5.623413251903491e+19	1.3745704467353732e-09
100.0	6.309573444801943e+19	1.3745704467353746e-09
100.0	7.079457843841374e+19	7273.514687291202
100.0	7.943282347242822e+19	7371.913082108911
100.0	8.91250938133744e+19	7595.389625769125
100.0	1e+20	7981.446295351502
100.0	1.1220184543019654e+20	8477.346481304752
100.0	1.2589254117941663e+20	9001.903149236115
100.0	1.4125375446227555e+20	9558.89164777135
100.0	1.5848931924611108e+20	10149.643750054556
100.0	1.778279410038923e+20	10777.122219194329
100.0	1.995262314968883e+20	11443.096303310269
100.0	2.2387211385683375e+20	12148.893586626184
100.0	2.511886431509582e+20	12899.856243254902
100.0	2.8183829312644494e+20	13695.419774298141
100.0	3.1622776601683794e+20	14539.706588971298
100.0	3.54813389233576e+20	15435.301339551661
100.0	3.981071705534969e+20	16386.761804358153
100.0	4.466835921509635e+20	17395.3050450398
100.0	5.011872336272715e+20	18467.058150654004
100.0	5.6234132519034906e+20	19604.376901829673
100.0	6.309573444801942e+20	20809.885079791773
100.0	7.079457843841373e+20	22088.961446960613
100.0	7.943282347242822e+20	23446.599421544284
100.0	8.91250938133744e+20	24887.650800203275
100.0	1e+21	26414.902111386928
100.0	1.1220184543019653e+21	28037.59634412686
100.0	1.2589254117941662e+21	29757.33608568809
100.0	1.4125375446227555e+21	31582.46931003239
100.0	1.5848931924611107e+21	33519.487861714064
100.0	1.7782794100389228e+21	35572.093749538006
100.0	1.995262314968883e+21	37751.9252400308
100.0	2.2387211385683378e+21	40063.55027137545
100.0	2.511886431509582e+21	42518.441917803655
100.0	2.8183829312644495e+21	45122.723381522854
100.0	3.1622776601683794e+21	47881.11113738232
100.0	3.5481338923357606e+21	50808.10861547908
100.0	3.9810717055349697e+21	53917.32515621134
100.0	4.466835921509635e+21	57209.255582019934
100.0	5.011872336272714e+21	60706.06782630366
100.0	5.623413251903491e+21	64416.4331956937
100.0	6.309573444801943e+21	68348.9404104031
100.0	7.079457843841373e+21	72523.040498725
100.0	7.943282347242821e+21	76946.72861980254
100.0	8.91250938133744e+21	81640.1405360717
100.0	1e+22	86619.70322431477
100.0	1.1220184543019653e+22	91902.75269385838
100.0	1.2589254117941662e+22	97507.85534364934
100.0	1.4125375446227553e+22	103443.29960630996
100.0	1.5848931924611107e+22	109739.70619049968
100.0	1.7782794100389228e+22	116421.67657443306
100.0	1.995262314968883e+22	123515.90692450105
100.0	2.2387211385683378e+22	131033.29082151658
100.0	2.511886431509582e+22	139004.99903411148
100.0	2.8183829312644493e+22	147454.21933602053
100.0	3.1622776601683792e+22	156413.18933339007
100.0	3.5481338923357603e+22	165909.02818539232
100.0	3.981071705534969e+22	175969.72134722263
100.0	4.4668359215096344e+22	186624.96220976533
100.0	5.011872336272715e+22	197905.10017021577
100.0	5.6234132519034915e+22	209841.43406875728
100.0	6.309573444801942e+22	222441.52495760663
100.0	7.0794578438413735e+22	235760.11214276208
100.0	7.943282347242821e+22	249846.40514891496
100.0	8.912509381337442e+22	264712.26730295195
100.0	1e+23	280388.15318915865
112.2018454301963	10.0	1.7532980009620608e-09
112.2018454301963	11.220184543019654	1.835397913691279e-09
112.2018454301963	12.589254117941662	1.920952797579722e-09
112.2018454301963	14.125375446227554	2.9570857957701793e-09
112.2018454301963	15.84893192461111	3.78219800071247e-09
112.2018454301963	17.78279410038923	4.448768323506399e-09
112.2018454301963	19.95262314968883	5.052729846596332e-09
112.2018454301963	22.387211385683376	5.655240065967976e-09
112.2018454301963	25.11886431509582	6.313079429375894e-09
112.2018454301963	28.183829312644495	7.063683493913176e-09
112.2018454301963	31.622776601683796	7.911854756376412e-09
112.2018454301963	35.481338923357605	8.867515309747008e-09
112.2018454301963	39.81071705534969	9.944841127231467e-09
112.2018454301963	44.66835921509635	1.1157337473922736e-08
112.2018454301963	50.118723362727145	1.2518876028146602e-08
112.2018454301963	56.23413251903491	1.4046358512568378e-08
112.2018454301963	63.09573444801943	1.5760215773845743e-08
112.2018454301963	70.79457843841374	1.7683252942035813e-08
112.2018454301963	79.43282347242823	1.984100876423424e-08
112.2018454301963	89.12509381337442	2.226197798543781e-08
112.2018454301963	100.0	2.4978350128925296e-08
112.2018454301963	112.2018454301963	2.8026169802670004e-08
112.2018454301963	125.89254117941661	3.144587972199615e-08
112.2018454301963	141.25375446227554	3.528285735983956e-08
112.2018454301963	158.48931924611142	3.958801707824383e-08
112.2018454301963	177.82794100389228	4.4418485731010934e-08
112.2018454301963	199.52623149688787	4.983836070234269e-08
112.2018454301963	223.87211385683378	5.591956044018624e-08
112.2018454301963	251.1886431509582	6.274277877034296e-08
112.2018454301963	281.8382931264455	7.039855565451024e-08
112.2018454301963	316.2277660168379	7.898847860056444e-08
112.2018454301963	354.8133892335753	8.862653066706898e-08
112.2018454301963	398.10717055349687	9.944060294921026e-08
112.2018454301963	446.6835921509635	1.1157419161592813e-07
112.2018454301963	501.1872336272725	1.2518830201689474e-07
112.2018454301963	562.341325190349	1.404635851256838e-07
112.2018454301963	630.957344480193	1.5760273466843192e-07
112.2018454301963	707.9457843841373	1.7683317674643636e-07
112.2018454301963	794.3282347242822	1.9841008764234237e-07
112.2018454301963	891.2509381337459	2.2261977985437808e-07
112.2018454301963	1000.0	2.4978350128925296e-07
112.2018454301963	1122.018454301963	2.8026169802670003e-07
112.2018454301963	1258.9254117941662	3.144587972199615e-07
112.2018454301963	1412.5375446227554	3.5282857359839556e-07
112.2018454301963	1584.893192461114	3.958801707824384e-07
112.2018454301963	1778.2794100389226	4.4418485731010934e-07
112.2018454301963	1995.2623149688786	4.983836070234268e-07
112.2018454301963	2238.7211385683377	5.591956044018624e-07
112.2018454301963	2511.886431509582	6.274277877034296e-07
112.2018454301963	2818.382931264455	7.039855565451025e-07
112.2018454301963	3162.277660168379	7.898847860056443e-07
112.2018454301963	3548.133892335753	8.862653066706898e-07
112.2018454301963	3981.071705534969	9.944060294921025e-07
112.2018454301963	4466.835921509635	1.1157419161592811e-06
112.2018454301963	5011.872336272725	1.2518830201689476e-06
112.2018454301963	5623.41325190349	1.4046307093630275e-06
112.2018454301963	6309.573444801929	1.5760273466843195e-06
112.2018454301963	7079.457843841374	1.768331767464364e-06
112.2018454301963	7943.282347242822	1.9841008764234237e-06
112.2018454301963	8912.509381337459	2.226189649191284e-06
112.2018454301963	10000.0	2.497825869168638e-06
112.2018454301963	11220.18454301963	2.8026067208400537e-06
112.2018454301963	12589.25411794166	3.14457646093325e-06
112.2018454301963	14125.375446227554	3.5282599040745304e-06
112.2018454301963	15848.93192461114	3.958787215998633e-06
112.2018454301963	17782.79410038923	4.44181605265388e-06
112.2018454301963	19952.62314968879	4.983799581692353e-06
112.2018454301963	22387.211385683375	5.591915103201224e-06
112.2018454301963	25118.864315095823	6.2742319406816415e-06
112.2018454301963	28183.82931264455	7.039804024015621e-06
112.2018454301963	31622.776601683792	7.89879002961476e-06
112.2018454301963	35481.33892335753	8.862555735708455e-06
112.2018454301963	39810.71705534969	9.943951087744596e-06
112.2018454301963	44668.359215096345	1.115725578368688e-05
112.2018454301963	50118.72336272725	1.2518646888663988e-05
112.2018454301963	56234.13251903491	1.4046101409802689e-05
112.2018454301963	63095.7344480193	1.5759984992795433e-05
112.2018454301963	70794.57843841374	1.7682929263747587e-05
112.2018454301963	79432.82347242822	1.9840572960041015e-05
112.2018454301963	89125.0938133746	2.2261407503886527e-05
112.2018454301963	100000.00000000001	2.4977618590805927e-05
112.2018454301963	112201.8454301963	2.8025246396240678e-05
112.2018454301963	125892.54117941661	3.1444728514007386e-05
112.2018454301963	141253.75446227554	3.528143650441409e-05
112.2018454301963	158489.3192461114	3.9586132963373496e-05
112.2018454301963	177827.94100389228	4.4416209085199285e-05
112.2018454301963	199526.23149688786	4.9835441298080665e-05
112.2018454301963	223872.1138568338	5.5915875303676764e-05
112.2018454301963	251188.64315095823	6.273818448578543e-05
112.2018454301963	281838.2931264455	7.039288520620159e-05
112.2018454301963	316227.76601683797	7.898124848975382e-05
112.2018454301963	354813.3892335753	8.861744465716585e-05
112.2018454301963	398107.1705534969	9.942931572640524e-05
112.2018454301963	446683.5921509635	0.00011156030122237665
112.2018454301963	501187.23362727254	0.0001251708826298334
112.2018454301963	562341.325190349	0.00014044146768979785
112.2018454301963	630957.344480193	0.0001575750318084356
112.2018454301963	707945.7843841374	0.00017679820658901357
112.2018454301963	794328.2347242822	0.00019836721572695292
112.2018454301963	891250.9381337459	0.00022256515089172452
112.2018454301963	1000000.0	0.00024971213711305563
112.2018454301963	1122018.454301963	0.0002801713533810761
112.2018454301963	1258925.4117941675	0.0003143562761423666
112.2018454301963	1412537.544622754	0.0003526993146388045
112.2018454301963	1584893.1924611141	0.00039567851605852594
112.2018454301963	1778279.4100389227	0.000443929260985191
112.2018454301963	1995262.3149688789	0.0004982065055546348
112.2018454301963	2238721.13856834	0.0005589763903968342
112.2018454301963	2511886.4315095795	0.0006266447955543767
112.2018454301963	2818382.931264455	0.0007029100064053375
112.2018454301963	3162277.6601683795	0.0007907415531452849
112.2018454301963	3548133.8923357534	0.0008869713518411131
112.2018454301963	3981071.7055349736	0.000990022538440577
112.2018454301963	4466835.92150963	0.0011061901791319623
112.2018454301963	5011872.336272725	0.0013230569232774848
112.2018454301963	5623413.251903491	0.0014837787207199144
112.2018454301963	6309573.444801929	0.0016658260190411456
112.2018454301963	7079457.84384138	0.0018685133532150872
112.2018454301963	7943282.347242814	0.002095321753833352
112.2018454301963	8912509.38133746	0.0023489801490098085
112.2018454301963	10000000.0	0.0026294847029823907
112.2018454301963	11220184.54301963	0.002938965980809048
112.2018454301963	12589254.117941676	0.0032797958213322195
112.2018454301963	14125375.44622754	0.003654701270156033
112.2018454301963	15848931.92461114	0.004066270487797676
112.2018454301963	17782794.100389227	0.004517457514684127
112.2018454301963	19952623.149688788	0.005011173005300296
112.2018454301963	22387211.3856834	0.005550610194180825
112.2018454301963	25118864.315095793	0.006138890622403118
112.2018454301963	28183829.31264455	0.006779464702381583
112.2018454301963	31622776.601683795	0.007475998150844957
112.2018454301963	35481338.92335753	0.008231874650632208
112.2018454301963	39810717.05534974	0.00905082978424638
112.2018454301963	44668359.2150963	0.009936684109153847
112.2018454301963	50118723.36272725	0.010893485304711946
112.2018454301963	56234132.51903491	0.011924933080250121
112.2018454301963	63095734.4480193	0.013034934981012552
112.2018454301963	70794578.4384138	0.014228078938152951
112.2018454301963	79432823.47242814	0.015507661219870792
112.2018454301963	89125093.8133746	0.01687862949037099
112.2018454301963	100000000.0	0.018344334029928622
112.2018454301963	112201845.43019636	0.019909211055234768
112.2018454301963	125892541.17941675	0.021577325848716952
112.2018454301963	141253754.4622754	0.023352686286054
112.2018454301963	158489319.24611133	0.025239466868302446
112.2018454301963	177827941.0038923	0.027241161104308645
112.2018454301963	199526231.49688798	0.02936205175787803
112.2018454301963	223872113.856834	0.03160586742188898
112.2018454301963	251188643.15095794	0.033975316069197195
112.2018454301963	281838293.12644535	0.03647553844960649
