#Chabrier 2019 EOS table for H and He mixture with Y = 0.2725 and X = 1 - Y. Nonideal effects from Howard 2023 are also accounted for 
T[K]	P[dyne_cm-2]	rho[g_cm-3]
2238.72113856834	177827941003.89227	0.36062618290997184
2238.72113856834	199526231496.88797	0.3797505549394339
2238.72113856834	223872113856.834	0.3995926908692161
2238.72113856834	251188643150.95795	0.42024652845951477
2238.72113856834	281838293126.4453	0.4420533517644887
2238.72113856834	316227766016.83795	0.46540966855345234
2238.72113856834	354813389233.5755	0.490775396158788
2238.72113856834	398107170553.4973	0.5184523719320802
2238.72113856834	446683592150.963	0.5481759387154033
2238.72113856834	501187233627.2722	0.5793996128750312
2238.72113856834	562341325190.3491	0.6116600613783922
2238.72113856834	630957344480.1932	0.6451791014392851
2238.72113856834	707945784384.1381	0.6804126755879538
2238.72113856834	794328234724.2814	0.7178416590369155
2238.72113856834	891250938133.7455	0.7579977627504064
2238.72113856834	1000000000000.0	0.8014165570817144
2238.72113856834	1122018454301.963	0.8480722764844956
2238.72113856834	1258925411794.1675	0.897634628775284
2238.72113856834	1412537544622.754	0.9497143402615746
2238.72113856834	1584893192461.1143	1.0037363984425525
2238.72113856834	1778279410038.9229	1.0589997154829656
2238.72113856834	1995262314968.8787	1.1149473747587313
2238.72113856834	2238721138568.34	1.1712457331753572
2238.72113856834	2511886431509.5796	1.2284297902179457
2238.72113856834	2818382931264.4546	1.2875800091655407
2238.72113856834	3162277660168.3794	1.3496804116842778
2238.72113856834	3548133892335.7534	1.4157596790935887
2238.72113856834	3981071705534.973	1.486840753693857
2238.72113856834	4466835921509.63	1.5632675164221745
2238.72113856834	5011872336272.725	1.645074414775727
2238.72113856834	5623413251903.49	1.7322263010265402
2238.72113856834	6309573444801.93	1.824663681952675
2238.72113856834	7079457843841.381	1.9224028476917068
2238.72113856834	7943282347242.8125	2.0256749826664597
2238.72113856834	8912509381337.459	2.1347944242847126
2238.72113856834	10000000000000.0	2.2500694996198036
2238.72113856834	11220184543019.629	2.371837474278258
2238.72113856834	12589254117941.676	2.500490962441228
2238.72113856834	14125375446227.541	2.6366247449825178
2238.72113856834	15848931924611.14	2.7808832719860197
2238.72113856834	17782794100389.227	2.933968938419235
2238.72113856834	19952623149688.79	3.0966447217586905
2238.72113856834	22387211385683.4	3.2697344940364275
2238.72113856834	25118864315095.797	3.454162869256746
2238.72113856834	28183829312644.547	3.6509314049315646
2238.72113856834	31622776601683.797	3.8610627099845374
2238.72113856834	35481338923357.53	4.085319356938178
2238.72113856834	39810717055349.734	4.3243761947215
2238.72113856834	44668359215096.305	4.578968085376234
2238.72113856834	50118723362727.25	4.84983870687881
2238.72113856834	56234132519034.914	5.137746600439965
2238.72113856834	63095734448019.305	5.443551869490289
2238.72113856834	70794578438413.81	5.768813910287225
2238.72113856834	79432823472428.14	6.114994878142979
2238.72113856834	89125093813374.6	6.483507154801254
2238.72113856834	100000000000000.0	6.875848802886137
2238.72113856834	112201845430196.3	7.2936266333407
2238.72113856834	125892541179416.62	7.738629606934832
2238.72113856834	141253754462275.53	8.212614326213828
2238.72113856834	158489319246111.4	8.717603936770992
2238.72113856834	177827941003892.25	9.255725234279293
2238.72113856834	199526231496887.88	9.829235375739076
2238.72113856834	223872113856833.78	10.440444321181745
2238.72113856834	251188643150958.22	11.092260980138509
2238.72113856834	281838293126445.5	11.78803061307349
2238.72113856834	316227766016837.94	12.528439359760423
2238.72113856834	354813389233575.3	13.318469029959088
2238.72113856834	398107170553496.94	14.161237884383208
2238.72113856834	446683592150963.44	15.060739257624585
2238.72113856834	501187233627272.5	16.02036340052909
2238.72113856834	562341325190349.06	17.04464723923336
2238.72113856834	630957344480193.0	18.137743308076754
2238.72113856834	707945784384137.4	19.304541974633445
2238.72113856834	794328234724282.1	20.550234336228666
2238.72113856834	891250938133746.0	21.879887804774345
2238.72113856834	1000000000000000.0	23.29992095724995
2238.72113856834	1122018454301962.9	24.815687417862456
2238.72113856834	1258925411794166.2	26.434995600333256
2238.72113856834	1412537544622755.5	28.16402438849527
2238.72113856834	1584893192461114.0	30.011055898096064
2238.72113856834	1778279410038922.8	31.983825518617877
2238.72113856834	1995262314968879.0	34.091302370530734
2238.72113856834	2238721138568337.8	36.34276098486352
2238.72113856834	2511886431509582.0	38.74786797749862
2238.72113856834	2818382931264455.0	41.31810128626004
2238.72113856834	3162277660168379.0	44.06503198726141
2238.72113856834	3548133892335753.0	47.00060690299342
2238.72113856834	3981071705534969.0	50.136848636407905
2238.72113856834	4466835921509635.0	53.49027297372842
2238.72113856834	5011872336272725.0	57.07361005579219
2238.72113856834	5623413251903491.0	60.90460459887658
2238.72113856834	6309573444801930.0	65.00064928704774
2238.72113856834	7079457843841374.0	69.37788422645602
2238.72113856834	7943282347242822.0	74.05863929958129
2238.72113856834	8912509381337459.0	79.0632631073805
2238.72113856834	1e+16	84.41411723804583
2238.72113856834	1.1220184543019628e+16	90.13807636536042
2238.72113856834	1.258925411794166e+16	96.25590211628362
2238.72113856834	1.4125375446227554e+16	102.79874874303714
2238.72113856834	1.5848931924611142e+16	109.79717900463733
2238.72113856834	1.778279410038923e+16	117.28323256149633
2238.72113856834	1.9952623149688788e+16	125.28673737085862
2238.72113856834	2.238721138568338e+16	133.84916985635826
2238.72113856834	2.5118864315095824e+16	143.0076260643779
2238.72113856834	2.8183829312644548e+16	152.80432825452772
2238.72113856834	3.1622776601683796e+16	163.28715597671822
2238.72113856834	3.548133892335753e+16	174.49836007402595
2238.72113856834	3.98107170553497e+16	186.493474540277
2238.72113856834	4.4668359215096344e+16	199.3282736177395
2238.72113856834	5.011872336272725e+16	213.0569110698427
2238.72113856834	5.623413251903491e+16	227.74759906964363
2238.72113856834	6.3095734448019304e+16	243.4688770333591
2238.72113856834	7.079457843841373e+16	260.28916952988067
2238.72113856834	7.943282347242822e+16	278.2906948006246
2238.72113856834	8.912509381337458e+16	297.55296530659894
2238.72113856834	1e+17	318.1642378753847
2238.72113856834	1.122018454301963e+17	340.2279034408313
2238.72113856834	1.2589254117941662e+17	363.83961621113446
2238.72113856834	1.4125375446227554e+17	389.1016502960586
2238.72113856834	1.5848931924611142e+17	416.1478540352235
2238.72113856834	1.778279410038923e+17	445.09447892864546
2238.72113856834	1.9952623149688787e+17	476.07815921841836
2238.72113856834	2.2387211385683376e+17	509.25379264997713
2238.72113856834	2.5118864315095824e+17	544.7576494786996
2238.72113856834	2.8183829312644547e+17	582.765609168669
2238.72113856834	3.162277660168379e+17	623.4419294574487
2238.72113856834	3.548133892335753e+17	667.0034356632464
2238.72113856834	3.981071705534969e+17	713.6276246882383
2238.72113856834	4.4668359215096346e+17	763.5487266397563
2238.72113856834	5.0118723362727245e+17	817.002499518344
2238.72113856834	5.6234132519034906e+17	874.221614295653
2238.72113856834	6.309573444801929e+17	935.4911265247076
2238.72113856834	7.079457843841373e+17	1001.0812676420313
2238.72113856834	7.943282347242821e+17	1071.3194185625123
2238.72113856834	8.912509381337459e+17	1146.542484664613
2238.72113856834	1e+18	1227.0799564165209
2238.72113856834	1.1220184543019652e+18	1313.3351114553905
2238.72113856834	1.258925411794166e+18	1405.6907469756704
2238.72113856834	1.4125375446227553e+18	1504.6101979690864
2238.72113856834	1.584893192461111e+18	1610.533478185133
2238.72113856834	1.7782794100389228e+18	1723.959486984921
2238.72113856834	1.9952623149688827e+18	1845.4587452705618
2238.72113856834	2.238721138568338e+18	1975.5734088182817
2238.72113856834	2.5118864315095823e+18	2114.9104866882035
2238.72113856834	2.8183829312644495e+18	2264.1873370850535
2238.72113856834	3.1622776601683794e+18	2424.056358365552
2238.72113856834	3.5481338923357604e+18	2595.33281211203
2238.72113856834	3.981071705534969e+18	2778.731052902399
2238.72113856834	4.466835921509635e+18	2975.27311777461
2238.72113856834	5.011872336272715e+18	3185.739620112531
2238.72113856834	5.623413251903491e+18	3411.1849709536864
2238.72113856834	6.309573444801944e+18	3652.823523875674
2238.72113856834	7.079457843841373e+18	3911.517088910303
2238.72113856834	7.943282347242822e+18	4188.805561446399
2238.72113856834	8.912509381337441e+18	4485.767172053987
2238.72113856834	1e+19	4804.002761264047
2238.72113856834	1.1220184543019653e+19	5145.051918095861
2238.72113856834	1.2589254117941662e+19	5510.352740780449
2238.72113856834	1.4125375446227554e+19	5901.840495878123
2238.72113856834	1.5848931924611109e+19	6321.287300170748
2238.72113856834	1.7782794100389229e+19	6769.5415782367345
2238.72113856834	1.9952623149688828e+19	7104.302350626698
2238.72113856834	2.238721138568338e+19	7189.337876650599
2238.72113856834	2.5118864315095822e+19	7654.231733320189
2238.72113856834	2.818382931264449e+19	8185.101499624318
2238.72113856834	3.162277660168379e+19	8752.125802128649
2238.72113856834	3.5481338923357606e+19	9358.30394516051
2238.72113856834	3.9810717055349694e+19	10006.725009694834
2238.72113856834	4.466835921509635e+19	10699.68181951732
2238.72113856834	5.011872336272715e+19	11440.694502638833
2238.72113856834	5.623413251903491e+19	12232.858529443361
2238.72113856834	6.309573444801943e+19	13079.649597199916
2238.72113856834	7.079457843841374e+19	13985.186480585518
2238.72113856834	7.943282347242822e+19	14953.159574984973
2238.72113856834	8.91250938133744e+19	15987.907463912767
2238.72113856834	1e+20	17093.96452693519
2238.72113856834	1.1220184543019654e+20	18276.703911718687
2238.72113856834	1.2589254117941663e+20	19541.38887170899
2238.72113856834	1.4125375446227555e+20	20891.635644774113
2238.72113856834	1.5848931924611108e+20	22337.88613018687
2238.72113856834	1.778279410038923e+20	23880.680134070102
2238.72113856834	1.995262314968883e+20	25530.591598159797
2238.72113856834	2.2387211385683375e+20	27295.27102199064
2238.72113856834	2.511886431509582e+20	29181.50279590343
2238.72113856834	2.8183829312644494e+20	31198.86630676601
2238.72113856834	3.1622776601683794e+20	33352.00127764809
2238.72113856834	3.54813389233576e+20	35653.7998300379
2238.72113856834	3.981071705534969e+20	38118.67823834267
2238.72113856834	4.466835921509635e+20	40746.06732561145
2238.72113856834	5.011872336272715e+20	43559.96187198768
2238.72113856834	5.6234132519034906e+20	46568.55503436044
2238.72113856834	6.309573444801942e+20	49778.40190423862
2238.72113856834	7.079457843841373e+20	53210.79989277286
2238.72113856834	7.943282347242822e+20	56879.1761334633
2238.72113856834	8.91250938133744e+20	60802.31120398931
2238.72113856834	1e+21	64990.038793695545
2238.72113856834	1.1220184543019653e+21	69470.64638813099
2238.72113856834	1.2589254117941662e+21	74253.51043220672
2238.72113856834	1.4125375446227555e+21	79367.80612379186
2238.72113856834	1.5848931924611107e+21	84836.89884684121
2238.72113856834	1.7782794100389228e+21	90679.85065262306
2238.72113856834	1.995262314968883e+21	96918.112259777
2238.72113856834	2.2387211385683378e+21	103586.82674184826
2238.72113856834	2.511886431509582e+21	110715.10567195142
2238.72113856834	2.8183829312644495e+21	118328.2369157197
2238.72113856834	3.1622776601683794e+21	126465.63487444603
2238.72113856834	3.5481338923357606e+21	135156.48831810642
2238.72113856834	3.9810717055349697e+21	144445.40341804604
2238.72113856834	4.466835921509635e+21	154374.0244298733
2238.72113856834	5.011872336272714e+21	164974.1443956413
2238.72113856834	5.623413251903491e+21	176314.18340217136
2238.72113856834	6.309573444801943e+21	188409.16104370737
2238.72113856834	7.079457843841373e+21	201348.68687354366
2238.72113856834	7.943282347242821e+21	215156.73811428776
2238.72113856834	8.91250938133744e+21	229909.98863494
2238.72113856834	1e+22	245682.8796937677
2238.72113856834	1.1220184543019653e+22	262540.3246681182
2238.72113856834	1.2589254117941662e+22	280518.00977026945
2238.72113856834	1.4125375446227553e+22	299737.0547669144
2238.72113856834	1.5848931924611107e+22	320275.53581858287
2238.72113856834	1.7782794100389228e+22	342183.37824233057
2238.72113856834	1.995262314968883e+22	365595.55401421036
2238.72113856834	2.2387211385683378e+22	390620.3983054984
2238.72113856834	2.511886431509582e+22	417330.4986740459
2238.72113856834	2.8183829312644493e+22	445857.3257718711
2238.72113856834	3.1622776601683792e+22	476239.15790439403
2238.72113856834	3.5481338923357603e+22	508702.4175033874
2238.72113856834	3.981071705534969e+22	543142.784447894
2238.72113856834	4.4668359215096344e+22	579831.3289631294
2238.72113856834	5.011872336272715e+22	618754.769835137
2238.72113856834	5.6234132519034915e+22	660000.5954294238
2238.72113856834	6.309573444801942e+22	703638.0914341795
2238.72113856834	7.0794578438413735e+22	749787.2397459063
2238.72113856834	7.943282347242821e+22	798383.4882144146
2238.72113856834	8.912509381337442e+22	849554.0472388011
2238.72113856834	1e+23	903147.1326240218
2511.88643150958	10.0	1e-09
2511.88643150958	11.220184543019654	1e-09
2511.88643150958	12.589254117941662	1e-09
2511.88643150958	14.125375446227554	1e-09
2511.88643150958	15.84893192461111	1e-09
2511.88643150958	17.78279410038923	1e-09
2511.88643150958	19.95262314968883	1e-09
2511.88643150958	22.387211385683376	1e-09
2511.88643150958	25.11886431509582	1e-09
2511.88643150958	28.183829312644495	1e-09
2511.88643150958	31.622776601683796	1e-09
2511.88643150958	35.481338923357605	1e-09
2511.88643150958	39.81071705534969	1e-09
2511.88643150958	44.66835921509635	1e-09
2511.88643150958	50.118723362727145	1e-09
2511.88643150958	56.23413251903491	1e-09
2511.88643150958	63.09573444801943	1e-09
2511.88643150958	70.79457843841374	1e-09
2511.88643150958	79.43282347242823	1e-09
2511.88643150958	89.12509381337442	1e-09
2511.88643150958	100.0	1e-09
2511.88643150958	112.2018454301963	1e-09
2511.88643150958	125.89254117941661	1e-09
2511.88643150958	141.25375446227554	1e-09
2511.88643150958	158.48931924611142	1e-09
2511.88643150958	177.82794100389228	1e-09
2511.88643150958	199.52623149688787	1e-09
2511.88643150958	223.87211385683378	1e-09
2511.88643150958	251.1886431509582	1e-09
2511.88643150958	281.8382931264455	1e-09
2511.88643150958	316.2277660168379	1.1920585800597462e-09
2511.88643150958	354.8133892335753	1.2696528127723003e-09
2511.88643150958	398.10717055349687	1.3016263993065342e-09
2511.88643150958	446.6835921509635	1.3158732232634583e-09
2511.88643150958	501.1872336272725	1.3230659666936634e-09
2511.88643150958	562.341325190349	1.3282973242188613e-09
2511.88643150958	630.957344480193	1.3332426080697903e-09
2511.88643150958	707.9457843841373	7.0554148512981285e-09
2511.88643150958	794.3282347242822	7.346136222256906e-09
2511.88643150958	891.2509381337459	7.872209559349385e-09
2511.88643150958	1000.0	8.634354934030886e-09
2511.88643150958	1122.018454301963	9.635080797890502e-09
2511.88643150958	1258.9254117941662	1.087248574425509e-08
2511.88643150958	1412.5375446227554	1.233007698847426e-08
2511.88643150958	1584.893192461114	1.3987638387606105e-08
2511.88643150958	1778.2794100389226	1.5863288796374547e-08
2511.88643150958	1995.2623149688786	1.798437527702702e-08
2511.88643150958	2238.7211385683377	2.0382213522523288e-08
2511.88643150958	2511.886431509582	2.3090625014366064e-08
2511.88643150958	2818.382931264455	2.615072713370065e-08
2511.88643150958	3162.277660168379	2.9606524288188993e-08
2511.88643150958	3548.133892335753	3.350656243160609e-08
2511.88643150958	3981.071705534969	3.790708130778169e-08
2511.88643150958	4466.835921509635	4.287143445152991e-08
2511.88643150958	5011.872336272725	4.8469076254934576e-08
2511.88643150958	5623.41325190349	5.4779700082769606e-08
2511.88643150958	6309.573444801929	6.189303809312242e-08
2511.88643150958	7079.457843841374	6.990737823646482e-08
2511.88643150958	7943.282347242822	7.893392887136749e-08
2511.88643150958	8912.509381337459	8.910077572775486e-08
2511.88643150958	10000.0	1.0055039859734456e-07
2511.88643150958	11220.18454301963	1.1345540456412095e-07
2511.88643150958	12589.25411794166	1.2796558599011936e-07
2511.88643150958	14125.375446227554	1.4429109472898702e-07
2511.88643150958	15848.93192461114	1.6266350280191103e-07
2511.88643150958	17782.79410038923	1.8332771153492012e-07
2511.88643150958	19952.62314968879	2.0657170040602757e-07
2511.88643150958	22387.211385683375	2.3270725367445368e-07
2511.88643150958	25118.864315095823	2.620973607667446e-07
2511.88643150958	28183.82931264455	2.951349622367542e-07
2511.88643150958	31622.776601683792	3.3229067512205436e-07
2511.88643150958	35481.33892335753	3.740573853737436e-07
2511.88643150958	39810.71705534969	4.209907296784882e-07
2511.88643150958	44668.359215096345	4.7374720765079886e-07
2511.88643150958	50118.72336272725	5.330202896434674e-07
2511.88643150958	56234.13251903491	5.996382508698893e-07
2511.88643150958	63095.7344480193	6.744892263131342e-07
2511.88643150958	70794.57843841374	7.585643147597361e-07
2511.88643150958	79432.82347242822	8.530353060188359e-07
2511.88643150958	89125.0938133746	9.59139821730168e-07
2511.88643150958	100000.00000000001	1.0783361310147693e-06
2511.88643150958	112201.8454301963	1.212202825277103e-06
2511.88643150958	125892.54117941661	1.3625809128318637e-06
2511.88643150958	141253.75446227554	1.5314042291703329e-06
2511.88643150958	158489.3192461114	1.7210432856573216e-06
2511.88643150958	177827.94100389228	1.933976842677073e-06
2511.88643150958	199526.23149688786	2.173085216080606e-06
2511.88643150958	223872.1138568338	2.4415174551349215e-06
2511.88643150958	251188.64315095823	2.7429470516303303e-06
2511.88643150958	281838.2931264455	3.0813505017083323e-06
2511.88643150958	316227.76601683797	3.46130071646618e-06
2511.88643150958	354813.3892335753	3.887797977435654e-06
2511.88643150958	398107.1705534969	4.366677057033098e-06
2511.88643150958	446683.5921509635	4.904159861862966e-06
2511.88643150958	501187.23362727254	5.507585082159813e-06
2511.88643150958	562341.325190349	6.184896492892609e-06
2511.88643150958	630957.344480193	6.9452315323547624e-06
2511.88643150958	707945.7843841374	7.798582415739882e-06
2511.88643150958	794328.2347242822	8.756580765637901e-06
2511.88643150958	891250.9381337459	9.831723977785856e-06
2511.88643150958	1000000.0	1.1038445021158076e-05
2511.88643150958	1122018.454301963	1.2393034474265927e-05
2511.88643150958	1258925.4117941675	1.39129917754297e-05
2511.88643150958	1412537.544622754	1.5619118368784457e-05
2511.88643150958	1584893.1924611141	1.7533719446338716e-05
2511.88643150958	1778279.4100389227	1.9682701935024176e-05
2511.88643150958	1995262.3149688789	2.2094211574549688e-05
2511.88643150958	2238721.13856834	2.480012445881292e-05
2511.88643150958	2511886.4315095795	2.7837534820097464e-05
2511.88643150958	2818382.931264455	3.124562737864058e-05
2511.88643150958	3162277.6601683795	3.507109212130831e-05
2511.88643150958	3548133.8923357534	3.936248201451049e-05
2511.88643150958	3981071.7055349736	4.4179833346967806e-05
2511.88643150958	4466835.92150963	4.958500912543018e-05
2511.88643150958	5011872.336272725	5.5647837721793706e-05
2511.88643150958	5623413.251903491	6.245462495300183e-05
2511.88643150958	6309573.444801929	7.008993358258799e-05
2511.88643150958	7079457.84384138	7.865868610074403e-05
2511.88643150958	7943282.347242814	8.82729666922392e-05
2511.88643150958	8912509.38133746	9.906045858004253e-05
2511.88643150958	10000000.0	0.00011116409153130721
2511.88643150958	11220184.54301963	0.00012474417945026
2511.88643150958	12589254.117941676	0.0001399800214233966
2511.88643150958	14125375.44622754	0.00015707367331312545
2511.88643150958	15848931.92461114	0.000176254714677894
2511.88643150958	17782794.100389227	0.00019776965960814554
2511.88643150958	19952623.149688788	0.00022190657502882134
2511.88643150958	22387211.3856834	0.0002489892939765282
2511.88643150958	25118864.315095793	0.0002793654914424866
2511.88643150958	28183829.31264455	0.0003134403065731344
2511.88643150958	31622776.601683795	0.00035165766959336856
2511.88643150958	35481338.92335753	0.00039453338658898795
2511.88643150958	39810717.05534974	0.00044260935967596734
2511.88643150958	44668359.2150963	0.0004965418328857534
2511.88643150958	50118723.36272725	0.0005570224201151756
2511.88643150958	56234132.51903491	0.0006248311548257883
2511.88643150958	63095734.4480193	0.000700862261785341
2511.88643150958	70794578.4384138	0.0007861116988296209
2511.88643150958	79432823.47242814	0.0008816898536243942
2511.88643150958	89125093.8133746	0.000988824025757287
2511.88643150958	100000000.0	0.0011089035157390255
2511.88643150958	112201845.43019636	0.0012434791580240177
2511.88643150958	125892541.17941675	0.0013942685350401415
2511.88643150958	141253754.4622754	0.0015632049621093925
2511.88643150958	158489319.24611133	0.0017524151738369633
2511.88643150958	177827941.0038923	0.001964308364816185
2511.88643150958	199526231.49688798	0.0022015424899398508
2511.88643150958	223872113.856834	0.002467039230568029
2511.88643150958	251188643.15095794	0.002764191950149958
2511.88643150958	281838293.12644535	0.0030965772234532105
2511.88643150958	316227766.0168379	0.003468317012519421
2511.88643150958	354813389.2335755	0.003883666846883547
2511.88643150958	398107170.5534973	0.0043478716464128014
2511.88643150958	446683592.150963	0.004866175417136432
2511.88643150958	501187233.6272722	0.005444694513215803
2511.88643150958	562341325.1903491	0.00608995352889979
2511.88643150958	630957344.4801933	0.006809140336061088
2511.88643150958	707945784.384138	0.0076101860088955454
2511.88643150958	794328234.7242814	0.00850173661837894
2511.88643150958	891250938.1337456	0.009492876096037875
2511.88643150958	1000000000.0	0.010593691353563096
2511.88643150958	1122018454.3019636	0.011815294681654785
2511.88643150958	1258925411.7941673	0.01316904272073387
2511.88643150958	1412537544.6227546	0.014667113346214134
2511.88643150958	1584893192.4611135	0.016322902789660296
2511.88643150958	1778279410.038923	0.018149469719458154
2511.88643150958	1995262314.9688797	0.020161635796068136
2511.88643150958	2238721138.5683393	0.022373875826671847
2511.88643150958	2511886431.50958	0.024801323976491218
2511.88643150958	2818382931.264454	0.02745945587958226
2511.88643150958	3162277660.1683793	0.030346068637025905
2511.88643150958	3548133892.335755	0.03347160588022099
2511.88643150958	3981071705.534972	0.03685376920615235
2511.88643150958	4466835921.509631	0.040512014315966974
2511.88643150958	5011872336.272722	0.04446714038037815
2511.88643150958	5623413251.903491	0.048745599197483364
2511.88643150958	6309573444.801932	0.05336990370600798
2511.88643150958	7079457843.841379	0.05837604864172536
2511.88643150958	7943282347.242815	0.06380509852669819
2511.88643150958	8912509381.337456	0.06969260446769655
2511.88643150958	9999999999.999846	0.0760894662641559
2511.88643150958	11220184543.019634	0.08304272449547019
2511.88643150958	12589254117.941673	0.09061447703438351
2511.88643150958	14125375446.227543	0.09887161939961868
2511.88643150958	15848931924.611135	0.10789029535484125
2511.88643150958	17782794100.38923	0.11775937536734567
2511.88643150958	19952623149.688797	0.128212303886791
2511.88643150958	22387211385.683395	0.13793679123569974
2511.88643150958	25118864315.095802	0.14733113643201604
2511.88643150958	28183829312.64454	0.15661883494400405
2511.88643150958	31622776601.683796	0.16594463215340735
2511.88643150958	35481338923.35755	0.17541376516192234
2511.88643150958	39810717055.349724	0.18510866764464734
2511.88643150958	44668359215.09632	0.19507800429043756
2511.88643150958	50118723362.72722	0.20535172140560398
2511.88643150958	56234132519.03491	0.21595724037051953
2511.88643150958	63095734448.01933	0.22692214701885272
2511.88643150958	70794578438.41379	0.23827106466583922
2511.88643150958	79432823472.42816	0.25003059956668006
2511.88643150958	89125093813.37454	0.262228186005767
2511.88643150958	100000000000.0	0.2749604644709674
2511.88643150958	112201845430.19637	0.2884345834097201
2511.88643150958	125892541179.41675	0.30288383989590023
2511.88643150958	141253754462.2754	0.3184852955079296
2511.88643150958	158489319246.11133	0.3353726526162437
2511.88643150958	177827941003.89227	0.35365754564077534
2511.88643150958	199526231496.88797	0.3731325104253547
2511.88643150958	223872113856.834	0.3934329255460935
2511.88643150958	251188643150.95795	0.414402576868394
2511.88643150958	281838293126.4453	0.43635933125704973
2511.88643150958	316227766016.83795	0.45973844478388926
2511.88643150958	354813389233.5755	0.48502338557396485
2511.88643150958	398107170553.4973	0.5126486554093386
2511.88643150958	446683592150.963	0.5425688878431473
2511.88643150958	501187233627.2722	0.5743566042546022
2511.88643150958	562341325190.3491	0.6075592170434775
2511.88643150958	630957344480.1932	0.6422254248158862
2511.88643150958	707945784384.1381	0.6786852799654662
2511.88643150958	794328234724.2814	0.7172915303604103
2511.88643150958	891250938133.7455	0.7584263607015844
2511.88643150958	1000000000000.0	0.8024212962096812
2511.88643150958	1122018454301.963	0.8490798671531692
2511.88643150958	1258925411794.1675	0.89797069770035
2511.88643150958	1412537544622.754	0.9486638055915544
2511.88643150958	1584893192461.1143	1.0008354410166382
2511.88643150958	1778279410038.9229	1.0542891325563761
2511.88643150958	1995262314968.8787	1.108883787075249
2511.88643150958	2238721138568.34	1.1645392741819933
2511.88643150958	2511886431509.5796	1.2216245464609352
2511.88643150958	2818382931264.4546	1.2809552090728025
2511.88643150958	3162277660168.3794	1.34332776306283
2511.88643150958	3548133892335.7534	1.4095823813538235
2511.88643150958	3981071705534.973	1.4805760214788848
2511.88643150958	4466835921509.63	1.5566924041770391
2511.88643150958	5011872336272.725	1.6380262747312244
2511.88643150958	5623413251903.49	1.7246538744241218
2511.88643150958	6309573444801.93	1.816637663886554
2511.88643150958	7079457843841.381	1.9140507070497466
2511.88643150958	7943282347242.8125	2.017123987359628
2511.88643150958	8912509381337.459	2.126125899613322
2511.88643150958	10000000000000.0	2.241351063188625
2511.88643150958	11220184543019.629	2.363082256972375
2511.88643150958	12589254117941.676	2.4916853241818515
2511.88643150958	14125375446227.541	2.627731011834989
2511.88643150958	15848931924611.14	2.771874710331627
2511.88643150958	17782794100389.227	2.9248224728224974
2511.88643150958	19952623149688.79	3.0873237447514588
2511.88643150958	22387211385683.4	3.2602143293672188
2511.88643150958	25118864315095.797	3.4444129519056377
2511.88643150958	28183829312644.547	3.640933615407948
2511.88643150958	31622776601683.797	3.8508080601808623
2511.88643150958	35481338923357.53	4.074792952511298
2511.88643150958	39810717055349.734	4.313580961510508
2511.88643150958	44668359215096.305	4.56790449640362
2511.88643150958	50118723362727.25	4.8384887320193375
2511.88643150958	56234132519034.914	5.126126529901982
2511.88643150958	63095734448019.305	5.4316278087430785
2511.88643150958	70794578438413.81	5.756745740792729
2511.88643150958	79432823472428.14	6.1028833538594265
2511.88643150958	89125093813374.6	6.47151703126903
2511.88643150958	100000000000000.0	6.864147046473844
2511.88643150958	112201845430196.3	7.282372140080954
2511.88643150958	125892541179416.62	7.727897459468151
2511.88643150958	141253754462275.53	8.2025699878529
2511.88643150958	158489319246111.4	8.708373685191875
2511.88643150958	177827941003892.25	9.247374824718127
2511.88643150958	199526231496887.88	9.82180385828076
2511.88643150958	223872113856833.78	10.434142067431756
2511.88643150958	251188643150958.22	11.08661467042395
2511.88643150958	281838293126445.5	11.783166037272133
2511.88643150958	316227766016837.94	12.523746017676222
2511.88643150958	354813389233575.3	13.31413536077146
2511.88643150958	398107170553496.94	14.157560722253438
2511.88643150958	446683592150963.44	15.0569755713589
2511.88643150958	501187233627272.5	16.017096741426215
2511.88643150958	562341325190349.06	17.041563303684068
2511.88643150958	630957344480193.0	18.134580520081453
2511.88643150958	707945784384137.4	19.301683446195778
2511.88643150958	794328234724282.1	20.547663990103263
2511.88643150958	891250938133746.0	21.87765438515295
2511.88643150958	1000000000000000.0	23.297619715875157
2511.88643150958	1122018454301962.9	24.81389035792431
2511.88643150958	1258925411794166.2	26.433081075984575
2511.88643150958	1412537544622755.5	28.162632892436964
2511.88643150958	1584893192461114.0	30.009673869719972
2511.88643150958	1778279410038922.8	31.98246045552403
2511.88643150958	1995262314968879.0	34.08984760264692
2511.88643150958	2238721138568337.8	36.341333414714676
2511.88643150958	2511886431509582.0	38.74710721204662
2511.88643150958	2818382931264455.0	41.31729033290625
2511.88643150958	3162277660168379.0	44.06416741092498
2511.88643150958	3548133892335753.0	46.99968502786168
2511.88643150958	3981071705534969.0	50.136848636407905
2511.88643150958	4466835921509635.0	53.489041328856615
2511.88643150958	5011872336272725.0	57.07361005579219
2511.88643150958	5623413251903491.0	60.90460459887658
2511.88643150958	6309573444801930.0	64.99937625138466
2511.88643150958	7079457843841374.0	69.37764514945393
2511.88643150958	7943282347242822.0	74.05863929958129
2511.88643150958	8912509381337459.0	79.06298984794705
2511.88643150958	1e+16	84.41411723804583
2511.88643150958	1.1220184543019628e+16	90.13631328640051
2511.88643150958	1.258925411794166e+16	96.25556805940002
2511.88643150958	1.4125375446227554e+16	102.79874874303714
2511.88643150958	1.5848931924611142e+16	109.79717900463733
