#Chabrier 2019 EOS table for H and He mixture with Y = 0.2423 and X = 1 - Y. Nonideal effects from Howard 2023 are also accounted for 
T[K]	P[dyne_cm-2]	rho[g_cm-3]
4466.835921509631	1.1220184543019653e+21	73557.82433182889
4466.835921509631	1.2589254117941662e+21	78736.79678275675
4466.835921509631	1.4125375446227555e+21	84281.06989976618
4466.835921509631	1.5848931924611107e+21	90216.71025325314
4466.835921509631	1.7782794100389228e+21	96571.12846066293
4466.835921509631	1.995262314968883e+21	103373.91703992726
4466.835921509631	2.2387211385683378e+21	110659.62487587439
4466.835921509631	2.511886431509582e+21	118457.32776622481
4466.835921509631	2.8183829312644495e+21	126806.16700457159
4466.835921509631	3.1622776601683794e+21	135744.43269055404
4466.835921509631	3.5481338923357606e+21	145315.0241508449
4466.835921509631	3.9810717055349697e+21	155564.65071816894
4466.835921509631	4.466835921509635e+21	166535.50788415686
4466.835921509631	5.011872336272714e+21	178282.80396883274
4466.835921509631	5.623413251903491e+21	190860.5930964593
4466.835921509631	6.309573444801943e+21	204328.26190219115
4466.835921509631	7.079457843841373e+21	218749.5199728071
4466.835921509631	7.943282347242821e+21	234195.54023852476
4466.835921509631	8.91250938133744e+21	250730.80442136168
4466.835921509631	1e+22	268437.41901501623
4466.835921509631	1.1220184543019653e+22	287397.80271364906
4466.835921509631	1.2589254117941662e+22	307701.75137213693
4466.835921509631	1.4125375446227553e+22	329445.6025973094
4466.835921509631	1.5848931924611107e+22	352737.059939438
4466.835921509631	1.7782794100389228e+22	377672.6335262436
4466.835921509631	1.995262314968883e+22	404329.0679791638
4466.835921509631	2.2387211385683378e+22	432924.3252739346
4466.835921509631	2.511886431509582e+22	463559.7845818936
4466.835921509631	2.8183829312644493e+22	496293.30642274686
4466.835921509631	3.1622776601683792e+22	531310.2081324799
4466.835921509631	3.5481338923357603e+22	568754.5130504206
4466.835921509631	3.981071705534969e+22	608712.3346574523
4466.835921509631	4.4668359215096344e+22	651265.3400788055
4466.835921509631	5.011872336272715e+22	696633.4112067287
4466.835921509631	5.6234132519034915e+22	744847.9016298518
4466.835921509631	6.309573444801942e+22	795974.5037233927
4466.835921509631	7.0794578438413735e+22	850162.197953322
4466.835921509631	7.943282347242821e+22	907368.2369246081
4466.835921509631	8.912509381337442e+22	967828.5756493986
4466.835921509631	1e+23	1031354.183568164
5011.872336272725	10.0	1e-09
5011.872336272725	11.220184543019654	1e-09
5011.872336272725	12.589254117941662	1e-09
5011.872336272725	14.125375446227554	1e-09
5011.872336272725	15.84893192461111	1e-09
5011.872336272725	17.78279410038923	1e-09
5011.872336272725	19.95262314968883	1e-09
5011.872336272725	22.387211385683376	1e-09
5011.872336272725	25.11886431509582	1e-09
5011.872336272725	28.183829312644495	1e-09
5011.872336272725	31.622776601683796	1e-09
5011.872336272725	35.481338923357605	1e-09
5011.872336272725	39.81071705534969	1e-09
5011.872336272725	44.66835921509635	1e-09
5011.872336272725	50.118723362727145	1e-09
5011.872336272725	56.23413251903491	1e-09
5011.872336272725	63.09573444801943	1e-09
5011.872336272725	70.79457843841374	1e-09
5011.872336272725	79.43282347242823	1e-09
5011.872336272725	89.12509381337442	1e-09
5011.872336272725	100.0	1e-09
5011.872336272725	112.2018454301963	1e-09
5011.872336272725	125.89254117941661	1e-09
5011.872336272725	141.25375446227554	1e-09
5011.872336272725	158.48931924611142	1e-09
5011.872336272725	177.82794100389228	1e-09
5011.872336272725	199.52623149688787	1e-09
5011.872336272725	223.87211385683378	1e-09
5011.872336272725	251.1886431509582	1e-09
5011.872336272725	281.8382931264455	1e-09
5011.872336272725	316.2277660168379	1e-09
5011.872336272725	354.8133892335753	1e-09
5011.872336272725	398.10717055349687	1e-09
5011.872336272725	446.6835921509635	1.0221291476475523e-09
5011.872336272725	501.1872336272725	1.1190948350772153e-09
5011.872336272725	562.341325190349	1.2208877167052276e-09
5011.872336272725	630.957344480193	1.6387068647435854e-09
5011.872336272725	707.9457843841373	1.973328867915813e-09
5011.872336272725	794.3282347242822	2.2806162219628107e-09
5011.872336272725	891.2509381337459	2.5911498793826743e-09
5011.872336272725	1000.0	2.9205051470320094e-09
5011.872336272725	1122.018454301963	3.284550166280819e-09
5011.872336272725	1258.9254117941662	3.6937112884502666e-09
5011.872336272725	1412.5375446227554	4.152400528093204e-09
5011.872336272725	1584.893192461114	4.665601766881622e-09
5011.872336272725	1778.2794100389226	5.2405981536798615e-09
5011.872336272725	1995.2623149688786	5.885218563093219e-09
5011.872336272725	2238.7211385683377	6.607862712532205e-09
5011.872336272725	2511.886431509582	7.417133868861834e-09
5011.872336272725	2818.382931264455	8.32446694390757e-09
5011.872336272725	3162.277660168379	9.341598926426895e-09
5011.872336272725	3548.133892335753	1.0482116487848019e-08
5011.872336272725	3981.071705534969	1.176137877074339e-08
5011.872336272725	4466.835921509635	1.3196484028809445e-08
5011.872336272725	5011.872336272725	1.4807014144438516e-08
5011.872336272725	5623.41325190349	1.661409716307331e-08
5011.872336272725	6309.573444801929	1.8641720865622484e-08
5011.872336272725	7079.457843841374	2.091680055847176e-08
5011.872336272725	7943.282347242822	2.3469536355611343e-08
5011.872336272725	8912.509381337459	2.6333814064317984e-08
5011.872336272725	10000.0	2.9547604285197807e-08
5011.872336272725	11220.18454301963	3.3153663771506046e-08
5011.872336272725	12589.25411794166	3.720060800010379e-08
5011.872336272725	14125.375446227554	4.174154762841947e-08
5011.872336272725	15848.93192461114	4.6836782833114834e-08
5011.872336272725	17782.79410038923	5.2553974408506236e-08
5011.872336272725	19952.62314968879	5.896904224969662e-08
5011.872336272725	22387.211385683375	6.6168583488385e-08
5011.872336272725	25118.864315095823	7.424711801963147e-08
5011.872336272725	28183.82931264455	8.331196229058812e-08
5011.872336272725	31622.776601683792	9.34855270695093e-08
5011.872336272725	35481.33892335753	1.0490142743084583e-07
5011.872336272725	39810.71705534969	1.1771137004345217e-07
5011.872336272725	44668.359215096345	1.3209121623960535e-07
5011.872336272725	50118.72336272725	1.4822457336274578e-07
5011.872336272725	56234.13251903491	1.66335514663103e-07
5011.872336272725	63095.7344480193	1.866633331595314e-07
5011.872336272725	70794.57843841374	2.094754083945895e-07
5011.872336272725	79432.82347242822	2.3508034936920256e-07
5011.872336272725	89125.0938133746	2.6382069565186806e-07
5011.872336272725	100000.00000000001	2.9608738167162436e-07
5011.872336272725	112201.8454301963	3.323004546931587e-07
5011.872336272725	125892.54117941661	3.7296641609511577e-07
5011.872336272725	141253.75446227554	4.1862679277386735e-07
5011.872336272725	158489.3192461114	4.6988714185199575e-07
5011.872336272725	177827.94100389228	5.274467249703037e-07
5011.872336272725	199526.23149688786	5.920949910021762e-07
5011.872336272725	223872.1138568338	6.646953915150999e-07
5011.872336272725	251188.64315095823	7.462613351565965e-07
5011.872336272725	281838.2931264455	8.378720447744391e-07
5011.872336272725	316227.76601683797	9.408289939023909e-07
5011.872336272725	354813.3892335753	1.0565271450562094e-06
5011.872336272725	398107.1705534969	1.18655423531483e-06
5011.872336272725	446683.5921509635	1.3327255813735198e-06
5011.872336272725	501187.23362727254	1.4970948446440152e-06
5011.872336272725	562341.325190349	1.681950926648146e-06
5011.872336272725	630957.344480193	1.8899539482583401e-06
5011.872336272725	707945.7843841374	2.1239962693200076e-06
5011.872336272725	794328.2347242822	2.3874270994347803e-06
5011.872336272725	891250.9381337459	2.684100535734994e-06
5011.872336272725	1000000.0	3.0183452952251783e-06
5011.872336272725	1122018.454301963	3.394861149521753e-06
5011.872336272725	1258925.4117941675	3.819479535670985e-06
5011.872336272725	1412537.544622754	4.298392940618029e-06
5011.872336272725	1584893.1924611141	4.838783220005633e-06
5011.872336272725	1778279.4100389227	5.448967610220249e-06
5011.872336272725	1995262.3149688789	6.1381767776977306e-06
5011.872336272725	2238721.13856834	6.9173408221307725e-06
5011.872336272725	2511886.4315095795	7.798375801369789e-06
5011.872336272725	2818382.931264455	8.795525315112427e-06
5011.872336272725	3162277.6601683795	9.92455378425328e-06
5011.872336272725	3548133.8923357534	1.1203720743462873e-05
5011.872336272725	3981071.7055349736	1.2653880334148761e-05
5011.872336272725	4466835.92150963	1.4298923560113482e-05
5011.872336272725	5011872.336272725	1.6166332667327246e-05
5011.872336272725	5623413.251903491	1.828676749747836e-05
5011.872336272725	6309573.444801929	2.0695731293708922e-05
5011.872336272725	7079457.84384138	2.3434687117153448e-05
5011.872336272725	7943282.347242814	2.6549966304496647e-05
5011.872336272725	8912509.38133746	3.0092997920925045e-05
5011.872336272725	10000000.0	3.412502433453052e-05
5011.872336272725	11220184.54301963	3.871322284792968e-05
5011.872336272725	12589254.117941676	4.393709033513258e-05
5011.872336272725	14125375.44622754	4.988300429669485e-05
5011.872336272725	15848931.92461114	5.665296667984731e-05
5011.872336272725	17782794.100389227	6.43569419430483e-05
5011.872336272725	19952623.149688788	7.312559708989932e-05
5011.872336272725	22387211.3856834	8.310150413076903e-05
5011.872336272725	25118864.315095793	9.444855227352888e-05
5011.872336272725	28183829.31264455	0.00010735427484735987
5011.872336272725	31622776.601683795	0.00012202101017171719
5011.872336272725	35481338.92335753	0.0001386893042731004
5011.872336272725	39810717.05534974	0.00015761783184269282
5011.872336272725	44668359.2150963	0.0001791083319351518
5011.872336272725	50118723.36272725	0.00020349159755657202
5011.872336272725	56234132.51903491	0.00023114190257139992
5011.872336272725	63095734.4480193	0.00026248993613341197
5011.872336272725	70794578.4384138	0.00029801069717952025
5011.872336272725	79432823.47242814	0.00033822740998157877
5011.872336272725	89125093.8133746	0.00038375394965054914
5011.872336272725	100000000.0	0.0004352578758410996
5011.872336272725	112201845.43019636	0.0004934849961763607
5011.872336272725	125892541.17941675	0.0005593078150982655
5011.872336272725	141253754.4622754	0.0006336672709740474
5011.872336272725	158489319.24611133	0.0007176237262782834
5011.872336272725	177827941.0038923	0.0008123776599229659
5011.872336272725	199526231.49688798	0.0009192885692477621
5011.872336272725	223872113.856834	0.0010398357907232042
5011.872336272725	251188643.15095794	0.0011756923286291318
5011.872336272725	281838293.12644535	0.0013287641271667913
5011.872336272725	316227766.0168379	0.001501136621398688
5011.872336272725	354813389.2335755	0.001695195949604735
5011.872336272725	398107170.5534973	0.0019135338471673161
5011.872336272725	446683592.150963	0.0021590393210723087
5011.872336272725	501187233.6272722	0.0024351237086450714
5011.872336272725	562341325.1903491	0.002745240448389781
5011.872336272725	630957344.4801933	0.0030934830011483125
5011.872336272725	707945784.384138	0.003484493108361328
5011.872336272725	794328234.7242814	0.0039230270873912305
5011.872336272725	891250938.1337456	0.004414706721077007
5011.872336272725	1000000000.0	0.0049656683462789685
5011.872336272725	1122018454.3019636	0.005582665693226515
5011.872336272725	1258925411.7941673	0.00627308609707134
5011.872336272725	1412537544.6227546	0.007045135330628904
5011.872336272725	1584893192.4611135	0.007907648867850033
5011.872336272725	1778279410.038923	0.008870394890577131
5011.872336272725	1995262314.9688797	0.009944316111395499
5011.872336272725	2238721138.5683393	0.01114056713263154
5011.872336272725	2511886431.50958	0.01247154396856536
5011.872336272725	2818382931.264454	0.013951188026541207
5011.872336272725	3162277660.1683793	0.015594146074632442
5011.872336272725	3548133892.335755	0.017416019345292275
5011.872336272725	3981071705.534972	0.01943215599619432
5011.872336272725	4466835921.509631	0.02166021079632862
5011.872336272725	5011872336.272722	0.024118294990971206
5011.872336272725	5623413251.903491	0.026819259033766862
5011.872336272725	6309573444.801932	0.029781993271877583
5011.872336272725	7079457843.841379	0.033026224880174156
5011.872336272725	7943282347.242815	0.036570604717965804
5011.872336272725	8912509381.337456	0.04043995119146524
5011.872336272725	9999999999.999846	0.04465552075324919
5011.872336272725	11220184543.019634	0.049240615244489576
5011.872336272725	12589254117.941673	0.05421834480212945
5011.872336272725	14125375446.227543	0.05961528480682428
5011.872336272725	15848931924.611135	0.06545485421663215
5011.872336272725	17782794100.38923	0.07176298219772029
5011.872336272725	19952623149.688797	0.07857000916464603
5011.872336272725	22387211385.683395	0.08589989585753677
5011.872336272725	25118864315.095802	0.09378852516195456
5011.872336272725	28183829312.64454	0.10226076561031029
5011.872336272725	31622776601.683796	0.11135070350344037
5011.872336272725	35481338923.35755	0.12100380483035689
5011.872336272725	39810717055.349724	0.13093531293073368
5011.872336272725	44668359215.09632	0.14119634202618572
5011.872336272725	50118723362.72722	0.15183438634470953
5011.872336272725	56234132519.03491	0.16289380235865933
5011.872336272725	63095734448.01933	0.17441712042095076
5011.872336272725	70794578438.41379	0.186448973679748
5011.872336272725	79432823472.42816	0.1990441266154168
5011.872336272725	89125093813.37454	0.2122609203363597
5011.872336272725	100000000000.0	0.2261590656186901
5011.872336272725	112201845430.19637	0.2408005800441705
5011.872336272725	125892541179.41675	0.2562510277568659
5011.872336272725	141253754462.2754	0.2726776972704065
5011.872336272725	158489319246.11133	0.2904948326927415
5011.872336272725	177827941003.89227	0.31005848775234146
5011.872336272725	199526231496.88797	0.33105573073583516
5011.872336272725	223872113856.834	0.35303030118453166
5011.872336272725	251188643150.95795	0.3760153629547786
5011.872336272725	281838293126.4453	0.40012784912047666
5011.872336272725	316227766016.83795	0.4255848153658539
5011.872336272725	354813389233.5755	0.45258238534592177
5011.872336272725	398107170553.4973	0.48138886169661615
5011.872336272725	446683592150.963	0.5121528318005018
5011.872336272725	501187233627.2722	0.5444062981156689
5011.872336272725	562341325190.3491	0.5776933532596408
5011.872336272725	630957344480.1932	0.6117419854140878
5011.872336272725	707945784384.1381	0.6466593893485658
5011.872336272725	794328234724.2814	0.6825973085384673
5011.872336272725	891250938133.7455	0.7196963029356657
5011.872336272725	1000000000000.0	0.7580857085231537
5011.872336272725	1122018454301.963	0.7979164600937025
5011.872336272725	1258925411794.1675	0.8393825024533085
5011.872336272725	1412537544622.754	0.8826848301068678
5011.872336272725	1584893192461.1143	0.9280179226350317
5011.872336272725	1778279410038.9229	0.9756156556439607
5011.872336272725	1995262314968.8787	1.0257615872315817
5011.872336272725	2238721138568.34	1.0787572121139721
5011.872336272725	2511886431509.5796	1.1349239153495279
5011.872336272725	2818382931264.4546	1.1945270713552296
5011.872336272725	3162277660168.3794	1.257684524404695
5011.872336272725	3548133892335.7534	1.3244945190219932
5011.872336272725	3981071705534.973	1.3950552885000613
5011.872336272725	4466835921509.63	1.4695083897350565
5011.872336272725	5011872336272.725	1.548198872669401
5011.872336272725	5623413251903.49	1.6315612569399367
5011.872336272725	6309573444801.93	1.7200456334680867
5011.872336272725	7079457843841.381	1.8141719007772954
5011.872336272725	7943282347242.8125	1.914342881297883
5011.872336272725	8912509381337.459	2.0207765324810882
5011.872336272725	10000000000000.0	2.133686341860032
5011.872336272725	11220184543019.629	2.2532810252197293
5011.872336272725	12589254117941.676	2.379781396416787
5011.872336272725	14125375446227.541	2.5135981594926498
5011.872336272725	15848931924611.14	2.655345777072441
5011.872336272725	17782794100389.227	2.805671345672318
5011.872336272725	19952623149688.79	2.96530199475396
5011.872336272725	22387211385683.4	3.1349979709400464
5011.872336272725	25118864315095.797	3.3156181423163327
5011.872336272725	28183829312644.547	3.5080711092719756
5011.872336272725	31622776601683.797	3.713362126294091
5011.872336272725	35481338923357.53	3.932351439588359
5011.872336272725	39810717055349.734	4.165708400046357
5011.872336272725	44668359215096.305	4.414188500707179
5011.872336272725	50118723362727.25	4.678533879064096
5011.872336272725	56234132519034.914	4.959569322220847
5011.872336272725	63095734448019.305	5.2581073435477235
5011.872336272725	70794578438413.81	5.575639381137728
5011.872336272725	79432823472428.14	5.913495103292432
5011.872336272725	89125093813374.6	6.273053265586954
5011.872336272725	100000000000000.0	6.6557409423176574
5011.872336272725	112201845430196.3	7.063239227656264
5011.872336272725	125892541179416.62	7.497131782009437
5011.872336272725	141253754462275.53	7.959353782995864
5011.872336272725	158489319246111.4	8.451805161346952
5011.872336272725	177827941003892.25	8.976617884238909
5011.872336272725	199526231496887.88	9.536021133676238
5011.872336272725	223872113856833.78	10.132373879867568
5011.872336272725	251188643150958.22	10.768640191448377
5011.872336272725	281838293126445.5	11.446302416357293
5011.872336272725	316227766016837.94	12.170263590577063
5011.872336272725	354813389233575.3	12.943423088278625
5011.872336272725	398107170553496.94	13.76846336151352
5011.872336272725	446683592150963.44	14.64848277616958
5011.872336272725	501187233627272.5	15.587203167574987
5011.872336272725	562341325190349.06	16.589167711847143
5011.872336272725	630957344480193.0	17.658319537926726
5011.872336272725	707945784384137.4	18.799822690760593
5011.872336272725	794328234724282.1	20.01797957791448
5011.872336272725	891250938133746.0	21.318056172147816
5011.872336272725	1000000000000000.0	22.706272356210626
5011.872336272725	1122018454301962.9	24.187792305126347
5011.872336272725	1258925411794166.2	25.770184134446097
5011.872336272725	1412537544622755.5	27.459476492156025
5011.872336272725	1584893192461114.0	29.263611059984896
5011.872336272725	1778279410038922.8	31.190839132949634
5011.872336272725	1995262314968879.0	33.24898817004009
5011.872336272725	2238721138568337.8	35.44741810223502
5011.872336272725	2511886431509582.0	37.79575774355923
5011.872336272725	2818382931264455.0	40.303833645183886
5011.872336272725	3162277660168379.0	42.98463637163427
5011.872336272725	3548133892335753.0	45.848492768155104
5011.872336272725	3981071705534969.0	48.90821398457429
5011.872336272725	4466835921509635.0	52.17752870582433
5011.872336272725	5011872336272725.0	55.672266514072206
5011.872336272725	5623413251903491.0	59.40705354826843
5011.872336272725	6309573444801930.0	63.4053156465467
5011.872336272725	7079457843841374.0	68.1551021270246
5011.872336272725	7943282347242822.0	72.68056409212036
5011.872336272725	8912509381337459.0	77.59792253732665
5011.872336272725	1e+16	82.85442135130386
5011.872336272725	1.1220184543019628e+16	88.47565259570827
5011.872336272725	1.258925411794166e+16	94.48750113659246
5011.872336272725	1.4125375446227554e+16	100.91540462473179
5011.872336272725	1.5848931924611142e+16	107.79114665300986
5011.872336272725	1.778279410038923e+16	115.14133260992132
5011.872336272725	1.9952623149688788e+16	123.00722815016907
5011.872336272725	2.238721138568338e+16	131.41730675389218
5011.872336272725	2.5118864315095824e+16	140.416147022071
5011.872336272725	2.8183829312644548e+16	150.03898214743597
5011.872336272725	3.1622776601683796e+16	160.3360153731142
5011.872336272725	3.548133892335753e+16	171.35257810758293
5011.872336272725	3.98107170553497e+16	183.13616633126523
5011.872336272725	4.4668359215096344e+16	195.7435804046109
5011.872336272725	5.011872336272725e+16	209.2339743127138
5011.872336272725	5.623413251903491e+16	223.66643835182776
5011.872336272725	6.3095734448019304e+16	239.11090517795512
5011.872336272725	7.079457843841373e+16	255.63514647430173
5011.872336272725	7.943282347242822e+16	273.32017592469833
5011.872336272725	8.912509381337458e+16	292.2438950648078
5011.872336272725	1e+17	312.49411145175975
5011.872336272725	1.122018454301963e+17	334.1705594417025
5011.872336272725	1.2589254117941662e+17	357.3681414300399
5011.872336272725	1.4125375446227554e+17	382.194809322051
5011.872336272725	1.5848931924611142e+17	408.76626022810734
5011.872336272725	1.778279410038923e+17	437.20785294982005
5011.872336272725	1.9952623149688787e+17	467.6498865928368
5011.872336272725	2.2387211385683376e+17	500.23609746197917
5011.872336272725	2.5118864315095824e+17	535.1192069921416
5011.872336272725	2.8183829312644547e+17	572.474335761957
5011.872336272725	3.162277660168379e+17	612.4408854946729
5011.872336272725	3.548133892335753e+17	655.2428698350608
5011.872336272725	3.981071705534969e+17	701.0544621494428
5011.872336272725	4.4668359215096346e+17	750.1058293159929
5011.872336272725	5.0118723362727245e+17	802.6126630210874
5011.872336272725	5.6234132519034906e+17	858.8488654774718
5011.872336272725	6.309573444801929e+17	919.052186154447
5011.872336272725	7.079457843841373e+17	983.5043615866452
5011.872336272725	7.943282347242821e+17	1052.5216426717218
5011.872336272725	8.912509381337459e+17	1126.4375472001127
5011.872336272725	1e+18	1205.5758577004995
5011.872336272725	1.1220184543019652e+18	1290.3334356102293
5011.872336272725	1.258925411794166e+18	1381.0859368130784
5011.872336272725	1.4125375446227553e+18	1478.2893245747457
5011.872336272725	1.584893192461111e+18	1582.3754055622267
5011.872336272725	1.7782794100389228e+18	1693.8344258750208
5011.872336272725	1.9952623149688827e+18	1813.2278232853582
5011.872336272725	2.238721138568338e+18	1941.0876373447377
5011.872336272725	2.5118864315095823e+18	2078.011285594
5011.872336272725	2.8183829312644495e+18	2224.70285509197
5011.872336272725	3.1622776601683794e+18	2381.804506778238
5011.872336272725	3.5481338923357604e+18	2550.1175694762032
5011.872336272725	3.981071705534969e+18	2730.341769780827
5011.872336272725	4.466835921509635e+18	2923.486450239373
5011.872336272725	5.011872336272715e+18	3130.313818845984
5011.872336272725	5.623413251903491e+18	3351.861224846771
5011.872336272725	6.309573444801944e+18	3589.3251943464165
5011.872336272725	7.079457843841373e+18	3843.548014577567
5011.872336272725	7.943282347242822e+18	4116.048097034793
5011.872336272725	8.912509381337441e+18	4407.881714457144
5011.872336272725	1e+19	4720.624068395816
5011.872336272725	1.1220184543019653e+19	5055.788466668829
5011.872336272725	1.2589254117941662e+19	5414.783596670749
5011.872336272725	1.4125375446227554e+19	5799.518534891792
5011.872336272725	1.5848931924611109e+19	6211.732877778535
5011.872336272725	1.7782794100389229e+19	6651.9661824142495
5011.872336272725	1.9952623149688828e+19	6971.9343176563225
5011.872336272725	2.238721138568338e+19	7349.455696447822
5011.872336272725	2.5118864315095822e+19	7864.466145882176
5011.872336272725	2.818382931264449e+19	8416.962076078082
5011.872336272725	3.162277660168379e+19	9008.118571666217
5011.872336272725	3.5481338923357606e+19	9641.044713840862
5011.872336272725	3.9810717055349694e+19	10318.296541630265
5011.872336272725	4.466835921509635e+19	11043.59714197938
5011.872336272725	5.011872336272715e+19	11819.714887166494
5011.872336272725	5.623413251903491e+19	12650.451300925733
5011.872336272725	6.309573444801943e+19	13539.885270718887
5011.872336272725	7.079457843841374e+19	14491.98321047066
5011.872336272725	7.943282347242822e+19	15511.075326626347
5011.872336272725	8.91250938133744e+19	16602.26091219174
5011.872336272725	1e+20	17769.549224662573
5011.872336272725	1.1220184543019654e+20	19020.599907732478
5011.872336272725	1.2589254117941663e+20	20359.033006316124
5011.872336272725	1.4125375446227555e+20	21792.21128647453
5011.872336272725	1.5848931924611108e+20	23325.876303490055
5011.872336272725	1.778279410038923e+20	24968.194523270315
5011.872336272725	1.995262314968883e+20	26726.2181464092
5011.872336272725	2.2387211385683375e+20	28608.274241478917
5011.872336272725	2.511886431509582e+20	30622.4249091652
5011.872336272725	2.8183829312644494e+20	32779.223908922206
5011.872336272725	3.1622776601683794e+20	35091.04840532775
5011.872336272725	3.54813389233576e+20	37562.25191009412
5011.872336272725	3.981071705534969e+20	40207.946676196145
5011.872336272725	4.466835921509635e+20	43042.821321534946
5011.872336272725	5.011872336272715e+20	46076.90017346011
5011.872336272725	5.6234132519034906e+20	49328.23923406155
5011.872336272725	6.309573444801942e+20	52806.266941335976
5011.872336272725	7.079457843841373e+20	56534.37328762677
5011.872336272725	7.943282347242822e+20	60520.107635134984
5011.872336272725	8.91250938133744e+20	64787.565723464664
5011.872336272725	1e+21	69364.8732841287
5011.872336272725	1.1220184543019653e+21	74265.96709067324
5011.872336272725	1.2589254117941662e+21	79504.63983728547
5011.872336272725	1.4125375446227555e+21	85120.38301659633
5011.872336272725	1.5848931924611107e+21	91139.29109864784
5011.872336272725	1.7782794100389228e+21	97582.61672778799
5011.872336272725	1.995262314968883e+21	104471.77675902407
5011.872336272725	2.2387211385683378e+21	111860.08808504452
5011.872336272725	2.511886431509582e+21	119771.84059192227
5011.872336272725	2.8183829312644495e+21	128244.91024088633
5011.872336272725	3.1622776601683794e+21	137318.44496884622
5011.872336272725	3.5481338923357606e+21	147036.3176471612
5011.872336272725	3.9810717055349697e+21	157449.44825248732
5011.872336272725	4.466835921509635e+21	168594.9592157005
5011.872336272725	5.011872336272714e+21	180528.63906901612
5011.872336272725	5.623413251903491e+21	193328.49394102575
5011.872336272725	6.309573444801943e+21	207030.1587816723
5011.872336272725	7.079457843841373e+21	221692.8563524119
5011.872336272725	7.943282347242821e+21	237425.14509018708
5011.872336272725	8.91250938133744e+21	254251.98256593107
5011.872336272725	1e+22	272308.540276405
5011.872336272725	1.1220184543019653e+22	291615.50992642395
5011.872336272725	1.2589254117941662e+22	312327.59365304234
5011.872336272725	1.4125375446227553e+22	334482.59352179256
5011.872336272725	1.5848931924611107e+22	358256.91413333156
5011.872336272725	1.7782794100389228e+22	383671.93925914797
5011.872336272725	1.995262314968883e+22	410956.2893268258
5011.872336272725	2.2387211385683378e+22	440123.1313145034
5011.872336272725	2.511886431509582e+22	471397.6439985342
5011.872336272725	2.8183829312644493e+22	504916.3258885644
5011.872336272725	3.1622776601683792e+22	540734.5194896875
5011.872336272725	3.5481338923357603e+22	579024.9057284294
5011.872336272725	3.981071705534969e+22	619922.3855424192
5011.872336272725	4.4668359215096344e+22	663530.293632694
5011.872336272725	5.011872336272715e+22	710009.7052471348
5011.872336272725	5.6234132519034915e+22	759403.6010822193
5011.872336272725	6.309573444801942e+22	811809.4532127089
5011.872336272725	7.0794578438413735e+22	867434.9832670565
5011.872336272725	7.943282347242821e+22	926174.6247681242
5011.872336272725	8.912509381337442e+22	988207.2943721402
5011.872336272725	1e+23	1053347.7045804744
5623.413251903491	10.0	1e-09
5623.413251903491	11.220184543019654	1e-09
5623.413251903491	12.589254117941662	1e-09
5623.413251903491	14.125375446227554	1e-09
5623.413251903491	15.84893192461111	1e-09
5623.413251903491	17.78279410038923	1e-09
5623.413251903491	19.95262314968883	1e-09
5623.413251903491	22.387211385683376	1e-09
5623.413251903491	25.11886431509582	1e-09
5623.413251903491	28.183829312644495	1e-09
5623.413251903491	31.622776601683796	1e-09
5623.413251903491	35.481338923357605	1e-09
5623.413251903491	39.81071705534969	1e-09
5623.413251903491	44.66835921509635	1e-09
5623.413251903491	50.118723362727145	1e-09
5623.413251903491	56.23413251903491	1e-09
5623.413251903491	63.09573444801943	1e-09
5623.413251903491	70.79457843841374	1e-09
5623.413251903491	79.43282347242823	1e-09
5623.413251903491	89.12509381337442	1e-09
5623.413251903491	100.0	1e-09
5623.413251903491	112.2018454301963	1e-09
5623.413251903491	125.89254117941661	1e-09
5623.413251903491	141.25375446227554	1e-09
5623.413251903491	158.48931924611142	1e-09
5623.413251903491	177.82794100389228	1e-09
5623.413251903491	199.52623149688787	1e-09
5623.413251903491	223.87211385683378	1e-09
5623.413251903491	251.1886431509582	1e-09
5623.413251903491	281.8382931264455	1e-09
5623.413251903491	316.2277660168379	1e-09
5623.413251903491	354.8133892335753	1e-09
5623.413251903491	398.10717055349687	1e-09
5623.413251903491	446.6835921509635	1e-09
5623.413251903491	501.1872336272725	1e-09
5623.413251903491	562.341325190349	1e-09
5623.413251903491	630.957344480193	1e-09
5623.413251903491	707.9457843841373	1.166772655598061e-09
5623.413251903491	794.3282347242822	1.2326536593816174e-09
5623.413251903491	891.2509381337459	1.2594635026028735e-09
5623.413251903491	1000.0	1.2713419525930452e-09
5623.413251903491	1122.018454301963	1.2773209951052865e-09
5623.413251903491	1258.9254117941662	1.2816569684939035e-09
5623.413251903491	1412.5375446227554	5.350078882213577e-09
5623.413251903491	1584.893192461114	5.4619547506178584e-09
5623.413251903491	1778.2794100389226	5.674345802466761e-09
5623.413251903491	1995.2623149688786	5.98967558492646e-09
5623.413251903491	2238.7211385683377	6.414332806389402e-09
5623.413251903491	2511.886431509582	6.955486666064222e-09
5623.413251903491	2818.382931264455	7.622957022800583e-09
5623.413251903491	3162.277660168379	8.427196634310118e-09
5623.413251903491	3548.133892335753	9.378877092596525e-09
5623.413251903491	3981.071705534969	1.0487031756119139e-08
5623.413251903491	4466.835921509635	1.1757619817818868e-08
5623.413251903491	5011.872336272725	1.319257018091638e-08
5623.413251903491	5623.41325190349	1.4802648042305068e-08
5623.413251903491	6309.573444801929	1.66092267131785e-08
5623.413251903491	7079.457843841374	1.8635890851739483e-08
5623.413251903491	7943.282347242822	2.09102949197994e-08
