#Chabrier 2019 EOS table for H and He mixture with Y = 0.2423 and X = 1 - Y. Nonideal effects from Howard 2023 are also accounted for 
T[K]	P[dyne_cm-2]	rho[g_cm-3]
100.0	1.5848931924611142e+16	107.8035572817814
100.0	1.778279410038923e+16	115.15689084021167
100.0	1.9952623149688788e+16	123.01855805631735
100.0	2.238721138568338e+16	131.429411292578
100.0	2.5118864315095824e+16	140.42584696089952
100.0	2.8183829312644548e+16	150.04934683112523
100.0	3.1622776601683796e+16	160.3470913752273
100.0	3.548133892335753e+16	171.36099407395616
100.0	3.98107170553497e+16	183.14460025759377
100.0	4.4668359215096344e+16	195.75259493718227
100.0	5.011872336272725e+16	209.239434757187
100.0	5.623413251903491e+16	223.67158852118857
100.0	6.3095734448019304e+16	239.1164109734008
100.0	7.079457843841373e+16	255.64103275884477
100.0	7.943282347242822e+16	273.32646942678167
100.0	8.912509381337458e+16	292.2506243066438
100.0	1e+17	312.50034220154595
100.0	1.122018454301963e+17	334.17722157020853
100.0	1.2589254117941662e+17	357.3752651739726
100.0	1.4125375446227554e+17	382.194809322051
100.0	1.5848931924611142e+17	408.7675260585358
100.0	1.778279410038923e+17	437.20785294982005
100.0	1.9952623149688787e+17	467.6498865928368
100.0	2.2387211385683376e+17	500.2460635950896
100.0	2.5118864315095824e+17	535.1298670044486
100.0	2.8183829312644547e+17	572.474335761957
100.0	3.162277660168379e+17	612.4408854946729
100.0	3.548133892335753e+17	655.2428698350608
100.0	3.981071705534969e+17	701.0544621494428
100.0	4.4668359215096346e+17	750.1058293159929
100.0	5.0118723362727245e+17	802.6286427216639
100.0	5.6234132519034906e+17	858.8515435291273
100.0	6.309573444801929e+17	919.0550534720614
100.0	7.079457843841373e+17	983.5043615866452
100.0	7.943282347242821e+17	1052.5216426717218
100.0	8.912509381337459e+17	1126.4375472001127
100.0	1e+18	1205.5758577004995
100.0	1.1220184543019652e+18	1290.3334356102293
100.0	1.258925411794166e+18	1381.0859368130784
100.0	1.4125375446227553e+18	1478.2893245747457
100.0	1.584893192461111e+18	1582.3754055622267
100.0	1.7782794100389228e+18	1693.8344258750208
100.0	1.9952623149688827e+18	1813.2278232853582
100.0	2.238721138568338e+18	1941.0876373447377
100.0	2.5118864315095823e+18	2078.011285594
100.0	2.8183829312644495e+18	2224.70285509197
100.0	3.1622776601683794e+18	2381.804506778238
100.0	3.5481338923357604e+18	2550.1175694762032
100.0	3.981071705534969e+18	2730.341769780827
100.0	4.466835921509635e+18	2923.486450239373
100.0	5.011872336272715e+18	3130.313818845984
100.0	5.623413251903491e+18	3351.861224846771
100.0	6.309573444801944e+18	3589.3251943464165
100.0	7.079457843841373e+18	3843.548014577567
100.0	7.943282347242822e+18	4116.048097034793
100.0	8.912509381337441e+18	4407.881714457144
100.0	1e+19	4720.624068395816
100.0	1.1220184543019653e+19	5055.788466668829
100.0	1.2589254117941662e+19	5414.783596670749
100.0	1.4125375446227554e+19	5799.518534891792
100.0	1.5848931924611109e+19	6211.732877778535
100.0	1.7782794100389229e+19	6653.288206434808
100.0	1.9952623149688828e+19	7095.179442275182
100.0	2.238721138568338e+19	7422.625134034477
100.0	2.5118864315095822e+19	7629.024180729993
100.0	2.818382931264449e+19	1.3197835554968712e-09
100.0	3.162277660168379e+19	1.319783555496873e-09
100.0	3.5481338923357606e+19	1.3197835554968748e-09
100.0	3.9810717055349694e+19	1.3197835554968762e-09
100.0	4.466835921509635e+19	1.3197835554968777e-09
100.0	5.011872336272715e+19	1.3197835554968791e-09
100.0	5.623413251903491e+19	1.3197835554968803e-09
100.0	6.309573444801943e+19	1.3197835554968818e-09
100.0	7.079457843841374e+19	7059.878640694374
100.0	7.943282347242822e+19	7151.170431406641
100.0	8.91250938133744e+19	7365.037679747942
100.0	1e+20	7737.908229492871
100.0	1.1220184543019654e+20	8217.976286723995
100.0	1.2589254117941663e+20	8725.72255315485
100.0	1.4125375446227555e+20	9264.817340883523
100.0	1.5848931924611108e+20	9836.539767047354
100.0	1.778279410038923e+20	10443.756661974849
100.0	1.995262314968883e+20	11088.17385754109
100.0	2.2387211385683375e+20	11771.054840766208
100.0	2.511886431509582e+20	12497.593178037201
100.0	2.8183829312644494e+20	13267.203036383995
100.0	3.1622776601683794e+20	14083.875895501478
100.0	3.54813389233576e+20	14950.106052621924
100.0	3.981071705534969e+20	15870.29852440228
100.0	4.466835921509635e+20	16845.606677018543
100.0	5.011872336272715e+20	17881.971842834017
100.0	5.6234132519034906e+20	18981.64487672606
100.0	6.309573444801942e+20	20147.13939251954
100.0	7.079457843841373e+20	21383.65987957944
100.0	7.943282347242822e+20	22696.022992237773
100.0	8.91250938133744e+20	24088.90260387095
100.0	1e+21	25564.962603960506
100.0	1.1220184543019653e+21	27133.16307128911
100.0	1.2589254117941662e+21	28794.991713865205
100.0	1.4125375446227555e+21	30558.526295334843
100.0	1.5848931924611107e+21	32430.01862947303
100.0	1.7782794100389228e+21	34413.007300536534
100.0	1.995262314968883e+21	36518.75734384877
100.0	2.2387211385683378e+21	38751.62307125642
100.0	2.511886431509582e+21	41122.70789205572
100.0	2.8183829312644495e+21	43637.86951577113
100.0	3.1622776601683794e+21	46301.618903654264
100.0	3.5481338923357606e+21	49127.95661778576
100.0	3.9810717055349697e+21	52130.05706062238
100.0	4.466835921509635e+21	55308.25512405137
100.0	5.011872336272714e+21	58684.01865753689
100.0	5.623413251903491e+21	62265.66858848497
100.0	6.309573444801943e+21	66061.42116231607
100.0	7.079457843841373e+21	70090.05187961596
100.0	7.943282347242821e+21	74359.2123746853
100.0	8.91250938133744e+21	78888.31307039983
100.0	1e+22	83693.1654143398
100.0	1.1220184543019653e+22	88790.46674259692
100.0	1.2589254117941662e+22	94198.07495338404
100.0	1.4125375446227553e+22	99923.8452719442
100.0	1.5848931924611107e+22	105997.369198016
100.0	1.7782794100389228e+22	112442.33063566843
100.0	1.995262314968883e+22	119284.41450782777
100.0	2.2387211385683378e+22	126534.01974885132
100.0	2.511886431509582e+22	134221.1333559383
100.0	2.8183829312644493e+22	142368.1285740004
100.0	3.1622776601683792e+22	151006.45740456594
100.0	3.5481338923357603e+22	160162.74055292713
100.0	3.981071705534969e+22	169864.56790366487
100.0	4.4668359215096344e+22	180141.21085286487
100.0	5.011872336272715e+22	191022.7662675562
100.0	5.6234132519034915e+22	202540.41595950245
100.0	6.309573444801942e+22	214702.48875575128
100.0	7.0794578438413735e+22	227563.3148442414
100.0	7.943282347242821e+22	241172.2352561016
100.0	8.912509381337442e+22	255542.74184683972
100.0	1e+23	270706.8955248346
112.2018454301963	10.0	1.8098950990712832e-09
112.2018454301963	11.220184543019654	1.901334405835764e-09
112.2018454301963	12.589254117941662	1.997311240339486e-09
112.2018454301963	14.125375446227554	2.985120552474084e-09
112.2018454301963	15.84893192461111	3.757589298629239e-09
112.2018454301963	17.78279410038923	4.388530587273503e-09
112.2018454301963	19.95262314968883	4.970941740696212e-09
112.2018454301963	22.387211385683376	5.56036462920423e-09
112.2018454301963	25.11886431509582	6.207023556818049e-09
112.2018454301963	28.183829312644495	6.944293740865618e-09
112.2018454301963	31.622776601683796	7.777572255922461e-09
112.2018454301963	35.481338923357605	8.716852183538057e-09
112.2018454301963	39.81071705534969	9.775828664442337e-09
112.2018454301963	44.66835921509635	1.0967678194465967e-08
112.2018454301963	50.118723362727145	1.2306055459248155e-08
112.2018454301963	56.23413251903491	1.3807577146492448e-08
112.2018454301963	63.09573444801943	1.549230679770511e-08
112.2018454301963	70.79457843841374	1.738265412673288e-08
112.2018454301963	79.43282347242823	1.950372111969568e-08
112.2018454301963	89.12509381337442	2.1883535023857503e-08
112.2018454301963	100.0	2.4553730142131506e-08
112.2018454301963	112.2018454301963	2.7549738341421916e-08
112.2018454301963	125.89254117941661	3.091131483026574e-08
112.2018454301963	141.25375446227554	3.4683065686296115e-08
112.2018454301963	158.48931924611142	3.891503975179142e-08
112.2018454301963	177.82794100389228	4.366339275140454e-08
112.2018454301963	199.52623149688787	4.899113244451045e-08
112.2018454301963	223.87211385683378	5.496895469989237e-08
112.2018454301963	251.1886431509582	6.167618158696786e-08
112.2018454301963	281.8382931264455	6.920181393145688e-08
112.2018454301963	316.2277660168379	7.764571230226545e-08
112.2018454301963	354.8133892335753	8.711992210056278e-08
112.2018454301963	398.10717055349687	9.775016033418087e-08
112.2018454301963	446.6835921509635	1.0967748380592668e-07
112.2018454301963	501.1872336272725	1.2306016085165445e-07
112.2018454301963	562.341325190349	1.380757714649245e-07
112.2018454301963	630.957344480193	1.5492356367562566e-07
112.2018454301963	707.9457843841373	1.7382709745027726e-07
112.2018454301963	794.3282347242822	1.9503721119695679e-07
112.2018454301963	891.2509381337459	2.1883535023857505e-07
112.2018454301963	1000.0	2.4553730142131505e-07
112.2018454301963	1122.018454301963	2.7549738341421916e-07
112.2018454301963	1258.9254117941662	3.091131483026574e-07
112.2018454301963	1412.5375446227554	3.4683065686296107e-07
112.2018454301963	1584.893192461114	3.8915039751791424e-07
112.2018454301963	1778.2794100389226	4.366339275140453e-07
112.2018454301963	1995.2623149688786	4.899113244451045e-07
112.2018454301963	2238.7211385683377	5.496895469989237e-07
112.2018454301963	2511.886431509582	6.167618158696786e-07
112.2018454301963	2818.382931264455	6.920181393145689e-07
112.2018454301963	3162.277660168379	7.764571230226543e-07
112.2018454301963	3548.133892335753	8.711992210056277e-07
112.2018454301963	3981.071705534969	9.775016033418089e-07
112.2018454301963	4466.835921509635	1.0967748380592665e-06
112.2018454301963	5011.872336272725	1.2306016085165447e-06
112.2018454301963	5623.41325190349	1.3807532967310483e-06
112.2018454301963	6309.573444801929	1.5492356367562567e-06
112.2018454301963	7079.457843841374	1.7382709745027724e-06
112.2018454301963	7943.282347242822	1.950372111969568e-06
112.2018454301963	8912.509381337459	2.1883465004572754e-06
112.2018454301963	10000.0	2.455365157920186e-06
112.2018454301963	11220.18454301963	2.754965019236503e-06
112.2018454301963	12589.25411794166	3.091121592539719e-06
112.2018454301963	14125.375446227554	3.4682843738275536e-06
112.2018454301963	15848.93192461114	3.891491523793904e-06
112.2018454301963	17782.79410038923	4.366311333540133e-06
112.2018454301963	19952.62314968879	4.899081893459842e-06
112.2018454301963	22387.211385683375	5.496860293598546e-06
112.2018454301963	25118.864315095823	6.1675786901372765e-06
112.2018454301963	28183.82931264455	6.9201371086935535e-06
112.2018454301963	31622.776601683792	7.764521542254009e-06
112.2018454301963	35481.33892335753	8.711908583127858e-06
112.2018454301963	39810.71705534969	9.774922202461122e-06
112.2018454301963	44668.359215096345	1.0967608006005306e-05
112.2018454301963	50118.72336272725	1.2305858582287906e-05
112.2018454301963	56234.13251903491	1.3807356243237038e-05
112.2018454301963	63095.7344480193	1.5492108510033377e-05
112.2018454301963	70794.57843841374	1.7382376021387276e-05
112.2018454301963	79432.82347242822	1.9503346675612458e-05
112.2018454301963	89125.0938133746	2.1883044864416e-05
112.2018454301963	100000.00000000001	2.455310160211903e-05
112.2018454301963	112201.8454301963	2.7548944947146407e-05
112.2018454301963	125892.54117941661	3.091032570757789e-05
112.2018454301963	141253.75446227554	3.46818448808472e-05
112.2018454301963	158489.3192461114	3.891342091022591e-05
112.2018454301963	177827.94100389228	4.36614366442545e-05
112.2018454301963	199526.23149688786	4.898862407329683e-05
112.2018454301963	223872.1138568338	5.4965788403609114e-05
112.2018454301963	251188.64315095823	6.16722341403812e-05
112.2018454301963	281838.2931264455	6.919694183174548e-05
112.2018454301963	316227.76601683797	7.763950011804034e-05
112.2018454301963	354813.3892335753	8.711211529829274e-05
112.2018454301963	398107.1705534969	9.774046221151901e-05
112.2018454301963	446683.5921509635	0.000109665548989965
112.2018454301963	501187.23362727254	0.0001230451938486262
112.2018454301963	562341.325190349	0.00013805676778286122
112.2018454301963	630957.344480193	0.00015489976084600437
112.2018454301963	707945.7843841374	0.0001737970503358823
112.2018454301963	794328.2347242822	0.00019500037463649795
112.2018454301963	891250.9381337459	0.00021878841157262568
112.2018454301963	1000000.0	0.00024547598310092314
112.2018454301963	1122018.454301963	0.00027541975612563644
112.2018454301963	1258925.4117941675	0.0003090250585559371
112.2018454301963	1412537.544622754	0.0003467195924154284
112.2018454301963	1584893.1924611141	0.0003889771246241245
112.2018454301963	1778279.4100389227	0.00043641430318587066
112.2018454301963	1995262.3149688789	0.000489759152018505
112.2018454301963	2238721.13856834	0.0005495011889838191
112.2018454301963	2511886.4315095795	0.0006160889631129339
112.2018454301963	2818382.931264455	0.0006910938485799961
112.2018454301963	3162277.6601683795	0.0007771931569693279
112.2018454301963	3548133.8923357534	0.0008718057942947817
112.2018454301963	3981071.7055349736	0.0009737332148914784
112.2018454301963	4466835.92150963	0.0010885591258316517
112.2018454301963	5011872.336272725	0.0012913194879269347
112.2018454301963	5623413.251903491	0.001448278155808975
112.2018454301963	6309573.444801929	0.0016258409642123735
112.2018454301963	7079457.84384138	0.0018237372134914658
112.2018454301963	7943282.347242814	0.0020452632022631124
112.2018454301963	8912509.38133746	0.0022929810145473906
112.2018454301963	10000000.0	0.0025668676112059943
112.2018454301963	11220184.54301963	0.002869019261970467
112.2018454301963	12589254.117941676	0.003201735241603831
112.2018454301963	14125375.44622754	0.0035676580556232985
112.2018454301963	15848931.92461114	0.003969299074049758
112.2018454301963	17782794.100389227	0.004409528121056239
112.2018454301963	19952623.149688788	0.004891172241592807
112.2018454301963	22387211.3856834	0.005417326866882007
112.2018454301963	25118864.315095793	0.005991026834747331
112.2018454301963	28183829.31264455	0.006615616614463915
112.2018454301963	31622776.601683795	0.00729466290375489
112.2018454301963	35481338.92335753	0.008031446929852784
112.2018454301963	39810717.05534974	0.0088296011000479
112.2018454301963	44668359.2150963	0.009692846339113879
112.2018454301963	50118723.36272725	0.010625112168363591
112.2018454301963	56234132.51903491	0.011630014449251476
112.2018454301963	63095734.4480193	0.012711347728603162
112.2018454301963	70794578.4384138	0.013873609319832638
112.2018454301963	79432823.47242814	0.015120015975709337
112.2018454301963	89125093.8133746	0.016455398574055886
112.2018454301963	100000000.0	0.017883063374705445
112.2018454301963	112201845.43019636	0.01940732871741564
112.2018454301963	125892541.17941675	0.02103220799927235
112.2018454301963	141253754.4622754	0.022761674060739766
112.2018454301963	158489319.24611133	0.024599772247584625
112.2018454301963	177827941.0038923	0.02655003688414065
112.2018454301963	199526231.49688798	0.028616672920454268
112.2018454301963	223872113.856834	0.030803325884420668
112.2018454301963	251188643.15095794	0.03311275360683527
112.2018454301963	281838293.12644535	0.035550066094572945
112.2018454301963	316227766.0168379	0.03811749973325563
